"Time stamp","System power generated | (kW)"
"Jul 19, 03:30 am",0
"Jul 19, 03:40 am",0
"Jul 19, 03:50 am",0
"Jul 19, 04:00 am",0
"Jul 19, 04:10 am",0
"Jul 19, 04:20 am",0
"Jul 19, 04:30 am",0
"Jul 19, 04:40 am",0
"Jul 19, 04:50 am",0
"Jul 19, 05:00 am",0
"Jul 19, 05:10 am",0
"Jul 19, 05:20 am",0
"Jul 19, 05:30 am",0
"Jul 19, 05:40 am",0
"Jul 19, 05:50 am",-0
"Jul 19, 06:00 am",0.25508
"Jul 19, 06:10 am",1.13178
"Jul 19, 06:20 am",2.00634
"Jul 19, 06:30 am",3.10238
"Jul 19, 06:40 am",4.7244
"Jul 19, 06:50 am",6.837
"Jul 19, 07:00 am",9.4365
"Jul 19, 07:10 am",12.2639
"Jul 19, 07:20 am",15.3866
"Jul 19, 07:30 am",18.5932
"Jul 19, 07:40 am",21.8915
"Jul 19, 07:50 am",25.1719
"Jul 19, 08:00 am",28.4196
"Jul 19, 08:10 am",31.5998
"Jul 19, 08:20 am",34.7216
"Jul 19, 08:30 am",37.8306
"Jul 19, 08:40 am",40.5843
"Jul 19, 08:50 am",43.2212
"Jul 19, 09:00 am",45.7389
"Jul 19, 09:10 am",48.1182
"Jul 19, 09:20 am",50.3316
"Jul 19, 09:30 am",52.4863
"Jul 19, 09:40 am",54.7109
"Jul 19, 09:50 am",56.6438
"Jul 19, 10:00 am",58.503
"Jul 19, 10:10 am",60.1364
"Jul 19, 10:20 am",62.0116
"Jul 19, 10:30 am",63.2694
"Jul 19, 10:40 am",65.0519
"Jul 19, 10:50 am",66.4171
"Jul 19, 11:00 am",67.513
"Jul 19, 11:10 am",68.4868
"Jul 19, 11:20 am",69.5987
"Jul 19, 11:30 am",70.2695
"Jul 19, 11:40 am",70.9061
"Jul 19, 11:50 am",71.3872
"Jul 19, 12:00 pm",72.0074
"Jul 19, 12:10 pm",72.2385
"Jul 19, 12:20 pm",72.3157
"Jul 19, 12:30 pm",72.5443
"Jul 19, 12:40 pm",72.4359
"Jul 19, 12:50 pm",72.4203
"Jul 19, 01:00 pm",72.1545
"Jul 19, 01:10 pm",71.8359
"Jul 19, 01:20 pm",71.4336
"Jul 19, 01:30 pm",70.8549
"Jul 19, 01:40 pm",70.1602
"Jul 19, 01:50 pm",69.2011
"Jul 19, 02:00 pm",68.1663
"Jul 19, 02:10 pm",67.2406
"Jul 19, 02:20 pm",65.9108
"Jul 19, 02:30 pm",64.4747
"Jul 19, 02:40 pm",62.8917
"Jul 19, 02:50 pm",61.19
"Jul 19, 03:00 pm",59.3414
"Jul 19, 03:10 pm",57.3555
"Jul 19, 03:20 pm",55.2563
"Jul 19, 03:30 pm",52.9619
"Jul 19, 03:40 pm",50.5209
"Jul 19, 03:50 pm",47.9704
"Jul 19, 04:00 pm",45.341
"Jul 19, 04:10 pm",42.6071
"Jul 19, 04:20 pm",39.6698
"Jul 19, 04:30 pm",36.402
"Jul 19, 04:40 pm",32.9524
"Jul 19, 04:50 pm",29.5137
"Jul 19, 05:00 pm",25.9564
"Jul 19, 05:10 pm",22.4849
"Jul 19, 05:20 pm",18.973
"Jul 19, 05:30 pm",15.6054
"Jul 19, 05:40 pm",12.2979
"Jul 19, 05:50 pm",9.33604
"Jul 19, 06:00 pm",6.6927
"Jul 19, 06:10 pm",4.57847
"Jul 19, 06:20 pm",2.92123
"Jul 19, 06:30 pm",1.81034
"Jul 19, 06:40 pm",1.01081
"Jul 19, 06:50 pm",0.205499
"Jul 19, 07:00 pm",-0
"Jul 19, 07:10 pm",0
"Jul 19, 07:20 pm",0
"Jul 19, 07:30 pm",0
"Jul 19, 07:40 pm",0
"Jul 19, 07:50 pm",0
"Jul 19, 08:00 pm",0
"Jul 19, 08:10 pm",0
"Jul 19, 08:20 pm",0
"Jul 19, 08:30 pm",0
"Jul 19, 08:40 pm",0
"Jul 19, 08:50 pm",0
"Jul 19, 09:00 pm",0
"Jul 19, 09:10 pm",0
"Jul 19, 09:20 pm",0
"Jul 19, 09:30 pm",0
"Jul 19, 09:40 pm",0
"Jul 19, 09:50 pm",0
"Jul 19, 10:00 pm",0
"Jul 19, 10:10 pm",0
"Jul 19, 10:20 pm",0
"Jul 19, 10:30 pm",0
"Jul 19, 10:40 pm",0
"Jul 19, 10:50 pm",0
"Jul 19, 11:00 pm",0
"Jul 19, 11:10 pm",0
"Jul 19, 11:20 pm",0
"Jul 19, 11:30 pm",0
"Jul 19, 11:40 pm",0
"Jul 19, 11:50 pm",0
"Jul 20, 12:00 am",0
"Jul 20, 12:10 am",0
"Jul 20, 12:20 am",0
"Jul 20, 12:30 am",0
"Jul 20, 12:40 am",0
"Jul 20, 12:50 am",0
"Jul 20, 01:00 am",0
"Jul 20, 01:10 am",0
"Jul 20, 01:20 am",0
"Jul 20, 01:30 am",0
"Jul 20, 01:40 am",0
"Jul 20, 01:50 am",0
"Jul 20, 02:00 am",0
"Jul 20, 02:10 am",0
"Jul 20, 02:20 am",0
"Jul 20, 02:30 am",0
"Jul 20, 02:40 am",0
"Jul 20, 02:50 am",0
"Jul 20, 03:00 am",0
"Jul 20, 03:10 am",0
"Jul 20, 03:20 am",0
"Jul 20, 03:30 am",0
"Jul 20, 03:40 am",0
"Jul 20, 03:50 am",0
"Jul 20, 04:00 am",0
"Jul 20, 04:10 am",0
"Jul 20, 04:20 am",0
"Jul 20, 04:30 am",0
"Jul 20, 04:40 am",0
"Jul 20, 04:50 am",0
"Jul 20, 05:00 am",0
"Jul 20, 05:10 am",0
"Jul 20, 05:20 am",0
"Jul 20, 05:30 am",0
"Jul 20, 05:40 am",0
"Jul 20, 05:50 am",-0
"Jul 20, 06:00 am",0.294762
"Jul 20, 06:10 am",1.00089
"Jul 20, 06:20 am",2.36044
"Jul 20, 06:30 am",1.76669
"Jul 20, 06:40 am",2.43361
"Jul 20, 06:50 am",3.74233
"Jul 20, 07:00 am",4.70379
"Jul 20, 07:10 am",9.78923
"Jul 20, 07:20 am",11.6344
"Jul 20, 07:30 am",7.0624
"Jul 20, 07:40 am",4.87063
"Jul 20, 07:50 am",5.58803
"Jul 20, 08:00 am",5.89733
"Jul 20, 08:10 am",1.23986
"Jul 20, 08:20 am",1.3898
"Jul 20, 08:30 am",9.86876
"Jul 20, 08:40 am",2.54627
"Jul 20, 08:50 am",2.77393
"Jul 20, 09:00 am",4.82117
"Jul 20, 09:10 am",7.2848
"Jul 20, 09:20 am",7.74453
"Jul 20, 09:30 am",3.0556
"Jul 20, 09:40 am",7.31167
"Jul 20, 09:50 am",7.61405
"Jul 20, 10:00 am",12.1158
"Jul 20, 10:10 am",13.9135
"Jul 20, 10:20 am",14.2844
"Jul 20, 10:30 am",19.039
"Jul 20, 10:40 am",14.239
"Jul 20, 10:50 am",14.5314
"Jul 20, 11:00 am",37.8123
"Jul 20, 11:10 am",41.2736
"Jul 20, 11:20 am",41.9789
"Jul 20, 11:30 am",59.0116
"Jul 20, 11:40 am",54.6542
"Jul 20, 11:50 am",55.1301
"Jul 20, 12:00 pm",57.7882
"Jul 20, 12:10 pm",43.3667
"Jul 20, 12:20 pm",43.5411
"Jul 20, 12:30 pm",57.1301
"Jul 20, 12:40 pm",25.1118
"Jul 20, 12:50 pm",24.9526
"Jul 20, 01:00 pm",23.04
"Jul 20, 01:10 pm",52.4698
"Jul 20, 01:20 pm",51.8976
"Jul 20, 01:30 pm",59.2699
"Jul 20, 01:40 pm",54.3671
"Jul 20, 01:50 pm",53.3951
"Jul 20, 02:00 pm",56.8221
"Jul 20, 02:10 pm",60.7446
"Jul 20, 02:20 pm",59.8395
"Jul 20, 02:30 pm",64.0143
"Jul 20, 02:40 pm",62.4018
"Jul 20, 02:50 pm",60.6176
"Jul 20, 03:00 pm",58.8725
"Jul 20, 03:10 pm",56.8541
"Jul 20, 03:20 pm",54.692
"Jul 20, 03:30 pm",45.7241
"Jul 20, 03:40 pm",44.4335
"Jul 20, 03:50 pm",42.0088
"Jul 20, 04:00 pm",44.8011
"Jul 20, 04:10 pm",42.0939
"Jul 20, 04:20 pm",39.1153
"Jul 20, 04:30 pm",35.8888
"Jul 20, 04:40 pm",32.5733
"Jul 20, 04:50 pm",29.1655
"Jul 20, 05:00 pm",25.7807
"Jul 20, 05:10 pm",22.3289
"Jul 20, 05:20 pm",18.846
"Jul 20, 05:30 pm",15.5986
"Jul 20, 05:40 pm",12.3855
"Jul 20, 05:50 pm",9.44281
"Jul 20, 06:00 pm",6.90782
"Jul 20, 06:10 pm",4.65466
"Jul 20, 06:20 pm",3.05502
"Jul 20, 06:30 pm",1.87477
"Jul 20, 06:40 pm",1.05283
"Jul 20, 06:50 pm",0.252966
"Jul 20, 07:00 pm",-0
"Jul 20, 07:10 pm",0
"Jul 20, 07:20 pm",0
"Jul 20, 07:30 pm",0
"Jul 20, 07:40 pm",0
"Jul 20, 07:50 pm",0
"Jul 20, 08:00 pm",0
"Jul 20, 08:10 pm",0
"Jul 20, 08:20 pm",0
"Jul 20, 08:30 pm",0
"Jul 20, 08:40 pm",0
"Jul 20, 08:50 pm",0
"Jul 20, 09:00 pm",0
"Jul 20, 09:10 pm",0
"Jul 20, 09:20 pm",0
"Jul 20, 09:30 pm",0
"Jul 20, 09:40 pm",0
"Jul 20, 09:50 pm",0
"Jul 20, 10:00 pm",0
"Jul 20, 10:10 pm",0
"Jul 20, 10:20 pm",0
"Jul 20, 10:30 pm",0
"Jul 20, 10:40 pm",0
"Jul 20, 10:50 pm",0
"Jul 20, 11:00 pm",0
"Jul 20, 11:10 pm",0
"Jul 20, 11:20 pm",0
"Jul 20, 11:30 pm",0
"Jul 20, 11:40 pm",0
"Jul 20, 11:50 pm",0
"Jul 21, 12:00 am",0
"Jul 21, 12:10 am",0
"Jul 21, 12:20 am",0
"Jul 21, 12:30 am",0
"Jul 21, 12:40 am",0
"Jul 21, 12:50 am",0
"Jul 21, 01:00 am",0
"Jul 21, 01:10 am",0
"Jul 21, 01:20 am",0
"Jul 21, 01:30 am",0
"Jul 21, 01:40 am",0
"Jul 21, 01:50 am",0
"Jul 21, 02:00 am",0
"Jul 21, 02:10 am",0
"Jul 21, 02:20 am",0
"Jul 21, 02:30 am",0
"Jul 21, 02:40 am",0
"Jul 21, 02:50 am",0
"Jul 21, 03:00 am",0
"Jul 21, 03:10 am",0
"Jul 21, 03:20 am",0
"Jul 21, 03:30 am",0
"Jul 21, 03:40 am",0
"Jul 21, 03:50 am",0
"Jul 21, 04:00 am",0
"Jul 21, 04:10 am",0
"Jul 21, 04:20 am",0
"Jul 21, 04:30 am",0
"Jul 21, 04:40 am",0
"Jul 21, 04:50 am",0
"Jul 21, 05:00 am",0
"Jul 21, 05:10 am",0
"Jul 21, 05:20 am",0
"Jul 21, 05:30 am",0
"Jul 21, 05:40 am",0
"Jul 21, 05:50 am",-0
"Jul 21, 06:00 am",0.211627
"Jul 21, 06:10 am",0.925526
"Jul 21, 06:20 am",1.75234
"Jul 21, 06:30 am",2.92266
"Jul 21, 06:40 am",4.49921
"Jul 21, 06:50 am",6.6896
"Jul 21, 07:00 am",9.33027
"Jul 21, 07:10 am",12.2804
"Jul 21, 07:20 am",15.5151
"Jul 21, 07:30 am",18.8434
"Jul 21, 07:40 am",22.2852
"Jul 21, 07:50 am",25.7433
"Jul 21, 08:00 am",29.1227
"Jul 21, 08:10 am",32.6234
"Jul 21, 08:20 am",35.9035
"Jul 21, 08:30 am",38.9901
"Jul 21, 08:40 am",41.9017
"Jul 21, 08:50 am",44.5369
"Jul 21, 09:00 am",47.1605
"Jul 21, 09:10 am",49.625
"Jul 21, 09:20 am",52.0341
"Jul 21, 09:30 am",54.1478
"Jul 21, 09:40 am",56.4002
"Jul 21, 09:50 am",58.3169
"Jul 21, 10:00 am",60.1541
"Jul 21, 10:10 am",62.1561
"Jul 21, 10:20 am",63.6632
"Jul 21, 10:30 am",65.2249
"Jul 21, 10:40 am",66.6656
"Jul 21, 10:50 am",67.9318
"Jul 21, 11:00 am",69.2501
"Jul 21, 11:10 am",70.271
"Jul 21, 11:20 am",71.3111
"Jul 21, 11:30 am",72.0786
"Jul 21, 11:40 am",72.8301
"Jul 21, 11:50 am",73.2737
"Jul 21, 12:00 pm",73.7936
"Jul 21, 12:10 pm",74.1012
"Jul 21, 12:20 pm",74.3573
"Jul 21, 12:30 pm",74.5237
"Jul 21, 12:40 pm",74.3731
"Jul 21, 12:50 pm",74.3524
"Jul 21, 01:00 pm",74.0262
"Jul 21, 01:10 pm",73.5767
"Jul 21, 01:20 pm",73.0981
"Jul 21, 01:30 pm",72.4074
"Jul 21, 01:40 pm",71.7636
"Jul 21, 01:50 pm",70.6324
"Jul 21, 02:00 pm",69.5126
"Jul 21, 02:10 pm",68.3808
"Jul 21, 02:20 pm",67.0431
"Jul 21, 02:30 pm",65.4784
"Jul 21, 02:40 pm",63.7557
"Jul 21, 02:50 pm",61.9967
"Jul 21, 03:00 pm",60.0378
"Jul 21, 03:10 pm",57.9194
"Jul 21, 03:20 pm",55.7355
"Jul 21, 03:30 pm",53.4726
"Jul 21, 03:40 pm",50.9178
"Jul 21, 03:50 pm",48.3372
"Jul 21, 04:00 pm",45.6447
"Jul 21, 04:10 pm",42.886
"Jul 21, 04:20 pm",39.9257
"Jul 21, 04:30 pm",36.6177
"Jul 21, 04:40 pm",33.1152
"Jul 21, 04:50 pm",29.6638
"Jul 21, 05:00 pm",26.0822
"Jul 21, 05:10 pm",22.5905
"Jul 21, 05:20 pm",19.1017
"Jul 21, 05:30 pm",15.6093
"Jul 21, 05:40 pm",12.3868
"Jul 21, 05:50 pm",9.33806
"Jul 21, 06:00 pm",6.78405
"Jul 21, 06:10 pm",4.58362
"Jul 21, 06:20 pm",2.87036
"Jul 21, 06:30 pm",1.74241
"Jul 21, 06:40 pm",0.92271
"Jul 21, 06:50 pm",0.206605
"Jul 21, 07:00 pm",-0
"Jul 21, 07:10 pm",0
"Jul 21, 07:20 pm",0
"Jul 21, 07:30 pm",0
"Jul 21, 07:40 pm",0
"Jul 21, 07:50 pm",0
"Jul 21, 08:00 pm",0
"Jul 21, 08:10 pm",0
"Jul 21, 08:20 pm",0
"Jul 21, 08:30 pm",0
"Jul 21, 08:40 pm",0
"Jul 21, 08:50 pm",0
"Jul 21, 09:00 pm",0
"Jul 21, 09:10 pm",0
"Jul 21, 09:20 pm",0
"Jul 21, 09:30 pm",0
"Jul 21, 09:40 pm",0
"Jul 21, 09:50 pm",0
"Jul 21, 10:00 pm",0
"Jul 21, 10:10 pm",0
"Jul 21, 10:20 pm",0
"Jul 21, 10:30 pm",0
"Jul 21, 10:40 pm",0
"Jul 21, 10:50 pm",0
"Jul 21, 11:00 pm",0
"Jul 21, 11:10 pm",0
"Jul 21, 11:20 pm",0
"Jul 21, 11:30 pm",0
"Jul 21, 11:40 pm",0
"Jul 21, 11:50 pm",0
"Jul 22, 12:00 am",0
"Jul 22, 12:10 am",0
"Jul 22, 12:20 am",0
"Jul 22, 12:30 am",0
"Jul 22, 12:40 am",0
"Jul 22, 12:50 am",0
"Jul 22, 01:00 am",0
"Jul 22, 01:10 am",0
"Jul 22, 01:20 am",0
"Jul 22, 01:30 am",0
"Jul 22, 01:40 am",0
"Jul 22, 01:50 am",0
"Jul 22, 02:00 am",0
"Jul 22, 02:10 am",0
"Jul 22, 02:20 am",0
"Jul 22, 02:30 am",0
"Jul 22, 02:40 am",0
"Jul 22, 02:50 am",0
"Jul 22, 03:00 am",0
"Jul 22, 03:10 am",0
"Jul 22, 03:20 am",0
"Jul 22, 03:30 am",0
"Jul 22, 03:40 am",0
"Jul 22, 03:50 am",0
"Jul 22, 04:00 am",0
"Jul 22, 04:10 am",0
"Jul 22, 04:20 am",0
"Jul 22, 04:30 am",0
"Jul 22, 04:40 am",0
"Jul 22, 04:50 am",0
"Jul 22, 05:00 am",0
"Jul 22, 05:10 am",0
"Jul 22, 05:20 am",0
"Jul 22, 05:30 am",0
"Jul 22, 05:40 am",0
"Jul 22, 05:50 am",-0
"Jul 22, 06:00 am",0.171897
"Jul 22, 06:10 am",0.901317
"Jul 22, 06:20 am",1.68752
"Jul 22, 06:30 am",2.85184
"Jul 22, 06:40 am",4.50804
"Jul 22, 06:50 am",6.63776
"Jul 22, 07:00 am",9.29732
"Jul 22, 07:10 am",12.2847
"Jul 22, 07:20 am",15.5828
"Jul 22, 07:30 am",18.974
"Jul 22, 07:40 am",22.4588
"Jul 22, 07:50 am",26.0092
"Jul 22, 08:00 am",29.4261
"Jul 22, 08:10 am",32.8227
"Jul 22, 08:20 am",36.2587
"Jul 22, 08:30 am",39.3484
"Jul 22, 08:40 am",42.1948
"Jul 22, 08:50 am",44.8963
"Jul 22, 09:00 am",47.3611
"Jul 22, 09:10 am",49.7781
"Jul 22, 09:20 am",51.9973
"Jul 22, 09:30 am",54.0886
"Jul 22, 09:40 am",56.0815
"Jul 22, 09:50 am",57.9054
"Jul 22, 10:00 am",59.5817
"Jul 22, 10:10 am",61.2535
"Jul 22, 10:20 am",62.8679
"Jul 22, 10:30 am",64.3106
"Jul 22, 10:40 am",65.7461
"Jul 22, 10:50 am",66.9513
"Jul 22, 11:00 am",68.3052
"Jul 22, 11:10 am",69.2392
"Jul 22, 11:20 am",70.3236
"Jul 22, 11:30 am",71.1581
"Jul 22, 11:40 am",71.7516
"Jul 22, 11:50 am",72.455
"Jul 22, 12:00 pm",72.8223
"Jul 22, 12:10 pm",73.2649
"Jul 22, 12:20 pm",73.5758
"Jul 22, 12:30 pm",73.5777
"Jul 22, 12:40 pm",73.682
"Jul 22, 12:50 pm",73.6175
"Jul 22, 01:00 pm",73.1484
"Jul 22, 01:10 pm",72.8708
"Jul 22, 01:20 pm",72.4161
"Jul 22, 01:30 pm",71.7192
"Jul 22, 01:40 pm",70.7574
"Jul 22, 01:50 pm",69.7193
"Jul 22, 02:00 pm",68.6419
"Jul 22, 02:10 pm",67.4557
"Jul 22, 02:20 pm",66.1288
"Jul 22, 02:30 pm",64.6079
"Jul 22, 02:40 pm",62.9374
"Jul 22, 02:50 pm",61.2499
"Jul 22, 03:00 pm",59.3777
"Jul 22, 03:10 pm",57.314
"Jul 22, 03:20 pm",55.1407
"Jul 22, 03:30 pm",52.7332
"Jul 22, 03:40 pm",50.3655
"Jul 22, 03:50 pm",47.718
"Jul 22, 04:00 pm",45.0871
"Jul 22, 04:10 pm",42.3039
"Jul 22, 04:20 pm",39.3428
"Jul 22, 04:30 pm",35.9629
"Jul 22, 04:40 pm",32.614
"Jul 22, 04:50 pm",29.1832
"Jul 22, 05:00 pm",25.7573
"Jul 22, 05:10 pm",22.2681
"Jul 22, 05:20 pm",18.8676
"Jul 22, 05:30 pm",15.4904
"Jul 22, 05:40 pm",12.2578
"Jul 22, 05:50 pm",9.40964
"Jul 22, 06:00 pm",6.80068
"Jul 22, 06:10 pm",4.63441
"Jul 22, 06:20 pm",2.97162
"Jul 22, 06:30 pm",1.79798
"Jul 22, 06:40 pm",0.953549
"Jul 22, 06:50 pm",0.209438
"Jul 22, 07:00 pm",-0
"Jul 22, 07:10 pm",0
"Jul 22, 07:20 pm",0
"Jul 22, 07:30 pm",0
"Jul 22, 07:40 pm",0
"Jul 22, 07:50 pm",0
"Jul 22, 08:00 pm",0
"Jul 22, 08:10 pm",0
"Jul 22, 08:20 pm",0
"Jul 22, 08:30 pm",0
"Jul 22, 08:40 pm",0
"Jul 22, 08:50 pm",0
"Jul 22, 09:00 pm",0
"Jul 22, 09:10 pm",0
"Jul 22, 09:20 pm",0
"Jul 22, 09:30 pm",0
"Jul 22, 09:40 pm",0
"Jul 22, 09:50 pm",0
"Jul 22, 10:00 pm",0
"Jul 22, 10:10 pm",0
"Jul 22, 10:20 pm",0
"Jul 22, 10:30 pm",0
"Jul 22, 10:40 pm",0
"Jul 22, 10:50 pm",0
"Jul 22, 11:00 pm",0
"Jul 22, 11:10 pm",0
"Jul 22, 11:20 pm",0
"Jul 22, 11:30 pm",0
"Jul 22, 11:40 pm",0
"Jul 22, 11:50 pm",0
"Jul 23, 12:00 am",0
"Jul 23, 12:10 am",0
"Jul 23, 12:20 am",0
"Jul 23, 12:30 am",0
"Jul 23, 12:40 am",0
"Jul 23, 12:50 am",0
"Jul 23, 01:00 am",0
"Jul 23, 01:10 am",0
"Jul 23, 01:20 am",0
"Jul 23, 01:30 am",0
"Jul 23, 01:40 am",0
"Jul 23, 01:50 am",0
"Jul 23, 02:00 am",0
"Jul 23, 02:10 am",0
"Jul 23, 02:20 am",0
"Jul 23, 02:30 am",0
"Jul 23, 02:40 am",0
"Jul 23, 02:50 am",0
"Jul 23, 03:00 am",0
"Jul 23, 03:10 am",0
"Jul 23, 03:20 am",0
"Jul 23, 03:30 am",0
"Jul 23, 03:40 am",0
"Jul 23, 03:50 am",0
"Jul 23, 04:00 am",0
"Jul 23, 04:10 am",0
"Jul 23, 04:20 am",0
"Jul 23, 04:30 am",0
"Jul 23, 04:40 am",0
"Jul 23, 04:50 am",0
"Jul 23, 05:00 am",0
"Jul 23, 05:10 am",0
"Jul 23, 05:20 am",0
"Jul 23, 05:30 am",0
"Jul 23, 05:40 am",0
"Jul 23, 05:50 am",-0
"Jul 23, 06:00 am",0.086761
"Jul 23, 06:10 am",0.330784
"Jul 23, 06:20 am",1.24365
"Jul 23, 06:30 am",1.68251
"Jul 23, 06:40 am",5.73611
"Jul 23, 06:50 am",7.66349
"Jul 23, 07:00 am",8.57331
"Jul 23, 07:10 am",10.3089
"Jul 23, 07:20 am",12.2823
"Jul 23, 07:30 am",0.331438
"Jul 23, 07:40 am",11.2095
"Jul 23, 07:50 am",12.7086
"Jul 23, 08:00 am",28.2997
"Jul 23, 08:10 am",31.8338
"Jul 23, 08:20 am",35.0221
"Jul 23, 08:30 am",38.1851
"Jul 23, 08:40 am",40.9958
"Jul 23, 08:50 am",43.596
"Jul 23, 09:00 am",46.0761
"Jul 23, 09:10 am",48.649
"Jul 23, 09:20 am",51.1752
"Jul 23, 09:30 am",53.3856
"Jul 23, 09:40 am",44.5145
"Jul 23, 09:50 am",46.3968
"Jul 23, 10:00 am",23.7162
"Jul 23, 10:10 am",31.8621
"Jul 23, 10:20 am",32.9315
"Jul 23, 10:30 am",59.5672
"Jul 23, 10:40 am",59.3611
"Jul 23, 10:50 am",60.6058
"Jul 23, 11:00 am",56.0834
"Jul 23, 11:10 am",55.5408
"Jul 23, 11:20 am",56.5159
"Jul 23, 11:30 am",72.0679
"Jul 23, 11:40 am",72.8761
"Jul 23, 11:50 am",73.4889
"Jul 23, 12:00 pm",74.0336
"Jul 23, 12:10 pm",74.2873
"Jul 23, 12:20 pm",74.5016
"Jul 23, 12:30 pm",74.6236
"Jul 23, 12:40 pm",74.6508
"Jul 23, 12:50 pm",74.3327
"Jul 23, 01:00 pm",74.0556
"Jul 23, 01:10 pm",73.6408
"Jul 23, 01:20 pm",72.9521
"Jul 23, 01:30 pm",72.1932
"Jul 23, 01:40 pm",71.3819
"Jul 23, 01:50 pm",70.2647
"Jul 23, 02:00 pm",69.1365
"Jul 23, 02:10 pm",67.7616
"Jul 23, 02:20 pm",66.6372
"Jul 23, 02:30 pm",64.997
"Jul 23, 02:40 pm",63.2004
"Jul 23, 02:50 pm",61.3294
"Jul 23, 03:00 pm",59.2588
"Jul 23, 03:10 pm",57.2184
"Jul 23, 03:20 pm",54.973
"Jul 23, 03:30 pm",52.5451
"Jul 23, 03:40 pm",49.9626
"Jul 23, 03:50 pm",47.3973
"Jul 23, 04:00 pm",44.6441
"Jul 23, 04:10 pm",41.8372
"Jul 23, 04:20 pm",38.9073
"Jul 23, 04:30 pm",35.6883
"Jul 23, 04:40 pm",32.3544
"Jul 23, 04:50 pm",28.9573
"Jul 23, 05:00 pm",25.549
"Jul 23, 05:10 pm",22.1206
"Jul 23, 05:20 pm",18.7654
"Jul 23, 05:30 pm",15.465
"Jul 23, 05:40 pm",12.3266
"Jul 23, 05:50 pm",9.47953
"Jul 23, 06:00 pm",6.95942
"Jul 23, 06:10 pm",4.85476
"Jul 23, 06:20 pm",3.21727
"Jul 23, 06:30 pm",1.99514
"Jul 23, 06:40 pm",1.0177
"Jul 23, 06:50 pm",0.172048
"Jul 23, 07:00 pm",-0
"Jul 23, 07:10 pm",0
"Jul 23, 07:20 pm",0
"Jul 23, 07:30 pm",0
"Jul 23, 07:40 pm",0
"Jul 23, 07:50 pm",0
"Jul 23, 08:00 pm",0
"Jul 23, 08:10 pm",0
"Jul 23, 08:20 pm",0
"Jul 23, 08:30 pm",0
"Jul 23, 08:40 pm",0
"Jul 23, 08:50 pm",0
"Jul 23, 09:00 pm",0
"Jul 23, 09:10 pm",0
"Jul 23, 09:20 pm",0
"Jul 23, 09:30 pm",0
"Jul 23, 09:40 pm",0
"Jul 23, 09:50 pm",0
"Jul 23, 10:00 pm",0
"Jul 23, 10:10 pm",0
"Jul 23, 10:20 pm",0
"Jul 23, 10:30 pm",0
"Jul 23, 10:40 pm",0
"Jul 23, 10:50 pm",0
"Jul 23, 11:00 pm",0
"Jul 23, 11:10 pm",0
"Jul 23, 11:20 pm",0
"Jul 23, 11:30 pm",0
"Jul 23, 11:40 pm",0
"Jul 23, 11:50 pm",0
"Jul 24, 12:00 am",0
"Jul 24, 12:10 am",0
"Jul 24, 12:20 am",0
"Jul 24, 12:30 am",0
"Jul 24, 12:40 am",0
"Jul 24, 12:50 am",0
"Jul 24, 01:00 am",0
"Jul 24, 01:10 am",0
"Jul 24, 01:20 am",0
"Jul 24, 01:30 am",0
"Jul 24, 01:40 am",0
"Jul 24, 01:50 am",0
"Jul 24, 02:00 am",0
"Jul 24, 02:10 am",0
"Jul 24, 02:20 am",0
"Jul 24, 02:30 am",0
"Jul 24, 02:40 am",0
"Jul 24, 02:50 am",0
"Jul 24, 03:00 am",0
"Jul 24, 03:10 am",0
"Jul 24, 03:20 am",0
"Jul 24, 03:30 am",0
"Jul 24, 03:40 am",0
"Jul 24, 03:50 am",0
"Jul 24, 04:00 am",0
"Jul 24, 04:10 am",0
"Jul 24, 04:20 am",0
"Jul 24, 04:30 am",0
"Jul 24, 04:40 am",0
"Jul 24, 04:50 am",0
"Jul 24, 05:00 am",0
"Jul 24, 05:10 am",0
"Jul 24, 05:20 am",0
"Jul 24, 05:30 am",0
"Jul 24, 05:40 am",0
"Jul 24, 05:50 am",-0
"Jul 24, 06:00 am",0.0879834
"Jul 24, 06:10 am",0.430106
"Jul 24, 06:20 am",1.54398
"Jul 24, 06:30 am",3.96927
"Jul 24, 06:40 am",3.42607
"Jul 24, 06:50 am",5.0322
"Jul 24, 07:00 am",10.1979
"Jul 24, 07:10 am",12.586
"Jul 24, 07:20 am",14.9662
"Jul 24, 07:30 am",9.45872
"Jul 24, 07:40 am",6.58361
"Jul 24, 07:50 am",7.54191
"Jul 24, 08:00 am",16.3139
"Jul 24, 08:10 am",26.9579
"Jul 24, 08:20 am",29.5198
"Jul 24, 08:30 am",31.0028
"Jul 24, 08:40 am",41.2212
"Jul 24, 08:50 am",43.9664
"Jul 24, 09:00 am",46.4812
"Jul 24, 09:10 am",48.9969
"Jul 24, 09:20 am",51.5048
"Jul 24, 09:30 am",53.756
"Jul 24, 09:40 am",55.9624
"Jul 24, 09:50 am",57.9425
"Jul 24, 10:00 am",59.8851
"Jul 24, 10:10 am",61.7773
"Jul 24, 10:20 am",63.5564
"Jul 24, 10:30 am",65.1607
"Jul 24, 10:40 am",66.7283
"Jul 24, 10:50 am",68.1525
"Jul 24, 11:00 am",69.4274
"Jul 24, 11:10 am",70.644
"Jul 24, 11:20 am",71.6047
"Jul 24, 11:30 am",72.5705
"Jul 24, 11:40 am",73.2369
"Jul 24, 11:50 am",73.9066
"Jul 24, 12:00 pm",74.4398
