timestamp,pv_kW,load_kW
2024-01-01 22:10:00+00:00,48911.4,17431500
2024-01-01 22:20:00+00:00,46982.8,17657000
2024-01-01 22:30:00+00:00,44876.5,17809000
2024-01-01 22:40:00+00:00,42615.7,18054000
2024-01-01 22:50:00+00:00,40153.4,18366000
2024-01-01 23:00:00+00:00,37433.8,18462500
2024-01-01 23:10:00+00:00,34654.9,18708500
2024-01-01 23:20:00+00:00,31425.1,19129000
2024-01-01 23:30:00+00:00,28030.4,19520000
2024-01-01 23:40:00+00:00,24387.9,19953500
2024-01-01 23:50:00+00:00,20633.5,20388500
2024-01-02 00:00:00+00:00,16960.7,20769500
2024-01-02 00:10:00+00:00,13015.9,21180500
2024-01-02 00:20:00+00:00,8600.98,21610500
2024-01-02 00:30:00+00:00,4595.62,22077000
2024-01-02 00:40:00+00:00,1717.28,22587500
2024-01-02 00:50:00+00:00,0,23070000
2024-01-02 01:00:00+00:00,0,23500500
2024-01-02 01:10:00+00:00,0,24025000
2024-01-02 01:20:00+00:00,0,24429500
2024-01-02 01:30:00+00:00,0,24657000
2024-01-02 01:40:00+00:00,0,24791500
2024-01-02 01:50:00+00:00,0,24871500
2024-01-02 02:00:00+00:00,0,24901500
2024-01-02 02:10:00+00:00,0,24833500
2024-01-02 02:20:00+00:00,0,24821500
2024-01-02 02:30:00+00:00,0,24792500
2024-01-02 02:40:00+00:00,0,24753500
2024-01-02 02:50:00+00:00,0,24708500
2024-01-02 03:00:00+00:00,0,24637500
2024-01-02 03:10:00+00:00,0,24560000
2024-01-02 03:20:00+00:00,0,24540000
2024-01-02 03:30:00+00:00,0,24493500
2024-01-02 03:40:00+00:00,0,24444000
2024-01-02 03:50:00+00:00,0,24397000
2024-01-02 04:00:00+00:00,0,24333000
2024-01-02 04:10:00+00:00,0,24294000
2024-01-02 04:20:00+00:00,0,24239500
2024-01-02 04:30:00+00:00,0,24152500
2024-01-02 04:40:00+00:00,0,24053500
2024-01-02 04:50:00+00:00,0,23962000
2024-01-02 05:00:00+00:00,0,23916000
2024-01-02 05:10:00+00:00,0,23943500
2024-01-02 05:20:00+00:00,0,23883000
2024-01-02 05:30:00+00:00,0,23737500
2024-01-02 05:40:00+00:00,0,23601000
2024-01-02 05:50:00+00:00,0,23416500
2024-01-02 06:00:00+00:00,0,23200500
2024-01-02 06:10:00+00:00,0,22970000
2024-01-02 06:20:00+00:00,0,22790000
2024-01-02 06:30:00+00:00,0,22573000
2024-01-02 06:40:00+00:00,0,22358000
2024-01-02 06:50:00+00:00,0,22125500
2024-01-02 07:00:00+00:00,0,21897000
2024-01-02 07:10:00+00:00,0,21669000
2024-01-02 07:20:00+00:00,0,21473500
2024-01-02 07:30:00+00:00,0,21265000
2024-01-02 07:40:00+00:00,0,21098500
2024-01-02 07:50:00+00:00,0,20908500
2024-01-02 08:00:00+00:00,0,20798500
2024-01-02 08:10:00+00:00,0,20854000
2024-01-02 08:20:00+00:00,0,20746000
2024-01-02 08:30:00+00:00,0,20592500
2024-01-02 08:40:00+00:00,0,20465500
2024-01-02 08:50:00+00:00,0,20327500
2024-01-02 09:00:00+00:00,0,20238500
2024-01-02 09:10:00+00:00,0,20163000
2024-01-02 09:20:00+00:00,0,20056500
2024-01-02 09:30:00+00:00,0,19958000
2024-01-02 09:40:00+00:00,0,19861500
2024-01-02 09:50:00+00:00,0,19786500
2024-01-02 10:00:00+00:00,0,19714500
2024-01-02 10:10:00+00:00,0,19707000
2024-01-02 10:20:00+00:00,0,19611500
2024-01-02 10:30:00+00:00,0,19562000
2024-01-02 10:40:00+00:00,0,19526000
2024-01-02 10:50:00+00:00,0,19494500
2024-01-02 11:00:00+00:00,0,19441000
2024-01-02 11:10:00+00:00,0,19412500
2024-01-02 11:20:00+00:00,0,19398000
2024-01-02 11:30:00+00:00,0,19395500
2024-01-02 11:40:00+00:00,0,19421500
2024-01-02 11:50:00+00:00,0,19458000
2024-01-02 12:00:00+00:00,0,19559500
2024-01-02 12:10:00+00:00,0,19756000
2024-01-02 12:20:00+00:00,0,19853500
2024-01-02 12:30:00+00:00,0,19949500
2024-01-02 12:40:00+00:00,0,20072500
2024-01-02 12:50:00+00:00,0,20204000
2024-01-02 13:00:00+00:00,0,20482500
2024-01-02 13:10:00+00:00,0,20899000
2024-01-02 13:20:00+00:00,0,21128500
2024-01-02 13:30:00+00:00,0,21332000
2024-01-02 13:40:00+00:00,0,21569500
2024-01-02 13:50:00+00:00,0,21800000
2024-01-02 14:00:00+00:00,0,22196500
2024-01-02 14:10:00+00:00,0,22726000
2024-01-02 14:20:00+00:00,0,23024000
2024-01-02 14:30:00+00:00,0,23303500
2024-01-02 14:40:00+00:00,0,23576500
2024-01-02 14:50:00+00:00,0,23756000
2024-01-02 15:00:00+00:00,0,24007000
2024-01-02 15:10:00+00:00,1839.94,24303500
2024-01-02 15:20:00+00:00,4661.85,24410000
2024-01-02 15:30:00+00:00,8343.8,24469500
2024-01-02 15:40:00+00:00,13000.6,24521500
2024-01-02 15:50:00+00:00,17092.1,24493000
2024-01-02 16:00:00+00:00,6384.58,24552500
2024-01-02 16:10:00+00:00,18979.5,24578500
2024-01-02 16:20:00+00:00,28669.1,24633000
2024-01-02 16:30:00+00:00,32129,24676500
2024-01-02 16:40:00+00:00,35407.3,24615000
2024-01-02 16:50:00+00:00,38234.9,24530500
2024-01-02 17:00:00+00:00,41000.2,24391500
2024-01-02 17:10:00+00:00,22477.5,24405000
2024-01-02 17:20:00+00:00,25978.3,24191500
2024-01-02 17:30:00+00:00,40979.7,23942500
2024-01-02 17:40:00+00:00,39502,23766000
2024-01-02 17:50:00+00:00,20452.6,23715500
2024-01-02 18:00:00+00:00,39736.4,23479000
2024-01-02 18:10:00+00:00,38512,23354000
2024-01-02 18:20:00+00:00,40825.7,23214000
2024-01-02 18:30:00+00:00,42032.3,23007000
2024-01-02 18:40:00+00:00,31030.9,22908000
2024-01-02 18:50:00+00:00,38847.2,22879000
2024-01-02 19:00:00+00:00,45819.1,22801000
2024-01-02 19:10:00+00:00,59971.4,22699500
2024-01-02 19:20:00+00:00,47972.2,22609000
2024-01-02 19:30:00+00:00,50312.6,22473500
2024-01-02 19:40:00+00:00,48326.5,22325500
2024-01-02 19:50:00+00:00,49834.8,22200000
2024-01-02 20:00:00+00:00,43225.1,22138500
2024-01-02 20:10:00+00:00,40977.5,22065500
2024-01-02 20:20:00+00:00,37691.3,22035000
2024-01-02 20:30:00+00:00,49285.4,21924000
2024-01-02 20:40:00+00:00,31024.5,21851000
2024-01-02 20:50:00+00:00,25750.5,21808500
2024-01-02 21:00:00+00:00,43229.2,21864000
2024-01-02 21:10:00+00:00,26323.8,21988500
2024-01-02 21:20:00+00:00,31846.5,22027500
2024-01-02 21:30:00+00:00,34893.5,21943500
2024-01-02 21:40:00+00:00,30578.7,21980500
2024-01-02 21:50:00+00:00,18282,22208500
2024-01-02 22:00:00+00:00,14098.3,22446000
2024-01-02 22:10:00+00:00,21207,22704500
2024-01-02 22:20:00+00:00,20517.3,22919500
2024-01-02 22:30:00+00:00,12352.1,23082000
2024-01-02 22:40:00+00:00,16265,23267500
2024-01-02 22:50:00+00:00,24352.1,23436500
2024-01-02 23:00:00+00:00,25837.1,23451000
2024-01-02 23:10:00+00:00,13746.5,23482000
2024-01-02 23:20:00+00:00,19209.6,23780500
2024-01-02 23:30:00+00:00,10459.4,23992500
2024-01-02 23:40:00+00:00,15369.5,24125000
2024-01-02 23:50:00+00:00,6725.5,24402000
2024-01-03 00:00:00+00:00,17592,24595000
2024-01-03 00:10:00+00:00,13670.3,24765500
2024-01-03 00:20:00+00:00,9541,25139000
2024-01-03 00:30:00+00:00,5186.21,25611500
2024-01-03 00:40:00+00:00,2296.73,25998500
2024-01-03 00:50:00+00:00,0,26293000
2024-01-03 01:00:00+00:00,0,26649500
2024-01-03 01:10:00+00:00,0,26981500
2024-01-03 01:20:00+00:00,0,27338500
2024-01-03 01:30:00+00:00,0,27530500
2024-01-03 01:40:00+00:00,0,27612500
2024-01-03 01:50:00+00:00,0,27645500
2024-01-03 02:00:00+00:00,0,27570000
2024-01-03 02:10:00+00:00,0,27409000
2024-01-03 02:20:00+00:00,0,27344000
2024-01-03 02:30:00+00:00,0,27289500
2024-01-03 02:40:00+00:00,0,27209000
2024-01-03 02:50:00+00:00,0,27160500
2024-01-03 03:00:00+00:00,0,27058000
2024-01-03 03:10:00+00:00,0,26973500
2024-01-03 03:20:00+00:00,0,26919000
2024-01-03 03:30:00+00:00,0,26816500
2024-01-03 03:40:00+00:00,0,26723000
2024-01-03 03:50:00+00:00,0,26637500
2024-01-03 04:00:00+00:00,0,26527000
2024-01-03 04:10:00+00:00,0,26474500
2024-01-03 04:20:00+00:00,0,26407500
2024-01-03 04:30:00+00:00,0,26261500
2024-01-03 04:40:00+00:00,0,26171500
2024-01-03 04:50:00+00:00,0,26051000
2024-01-03 05:00:00+00:00,0,25937000
2024-01-03 05:10:00+00:00,0,25963500
2024-01-03 05:20:00+00:00,0,25849500
2024-01-03 05:30:00+00:00,0,25661500
2024-01-03 05:40:00+00:00,0,25452500
2024-01-03 05:50:00+00:00,0,25197000
2024-01-03 06:00:00+00:00,0,24932000
2024-01-03 06:10:00+00:00,0,24660500
2024-01-03 06:20:00+00:00,0,24388500
2024-01-03 06:30:00+00:00,0,24107000
2024-01-03 06:40:00+00:00,0,23831500
2024-01-03 06:50:00+00:00,0,23585000
2024-01-03 07:00:00+00:00,0,23301000
2024-01-03 07:10:00+00:00,0,23061000
2024-01-03 07:20:00+00:00,0,22837000
2024-01-03 07:30:00+00:00,0,22593500
2024-01-03 07:40:00+00:00,0,22352500
2024-01-03 07:50:00+00:00,0,22210500
2024-01-03 08:00:00+00:00,0,22011000
2024-01-03 08:10:00+00:00,0,22004000
2024-01-03 08:20:00+00:00,0,21875000
2024-01-03 08:30:00+00:00,0,21726500
2024-01-03 08:40:00+00:00,0,21569500
2024-01-03 08:50:00+00:00,0,21449000
2024-01-03 09:00:00+00:00,0,21328500
2024-01-03 09:10:00+00:00,0,21237000
2024-01-03 09:20:00+00:00,0,21058000
2024-01-03 09:30:00+00:00,0,20903000
2024-01-03 09:40:00+00:00,0,20783000
2024-01-03 09:50:00+00:00,0,20665500
2024-01-03 10:00:00+00:00,0,20570000
2024-01-03 10:10:00+00:00,0,20530500
2024-01-03 10:20:00+00:00,0,20453500
2024-01-03 10:30:00+00:00,0,20393000
2024-01-03 10:40:00+00:00,0,20316000
2024-01-03 10:50:00+00:00,0,20267000
2024-01-03 11:00:00+00:00,0,20237000
2024-01-03 11:10:00+00:00,0,20242000
2024-01-03 11:20:00+00:00,0,20224500
2024-01-03 11:30:00+00:00,0,20197000
2024-01-03 11:40:00+00:00,0,20182000
2024-01-03 11:50:00+00:00,0,20243000
2024-01-03 12:00:00+00:00,0,20326500
2024-01-03 12:10:00+00:00,0,20374000
2024-01-03 12:20:00+00:00,0,20401000
2024-01-03 12:30:00+00:00,0,20443500
2024-01-03 12:40:00+00:00,0,20522500
2024-01-03 12:50:00+00:00,0,20639000
2024-01-03 13:00:00+00:00,0,20863000
2024-01-03 13:10:00+00:00,0,21168000
2024-01-03 13:20:00+00:00,0,21379000
2024-01-03 13:30:00+00:00,0,21557000
2024-01-03 13:40:00+00:00,0,21772500
2024-01-03 13:50:00+00:00,0,21947500
2024-01-03 14:00:00+00:00,0,22277000
2024-01-03 14:10:00+00:00,0,22772000
2024-01-03 14:20:00+00:00,0,23056500
2024-01-03 14:30:00+00:00,0,23286500
2024-01-03 14:40:00+00:00,0,23542000
2024-01-03 14:50:00+00:00,0,23823000
2024-01-03 15:00:00+00:00,0,24166500
2024-01-03 15:10:00+00:00,2179.09,24584000
2024-01-03 15:20:00+00:00,5111.23,24764500
2024-01-03 15:30:00+00:00,8927.63,24812000
2024-01-03 15:40:00+00:00,13759.3,24959000
2024-01-03 15:50:00+00:00,17952.1,25040500
2024-01-03 16:00:00+00:00,22041.1,25123000
2024-01-03 16:10:00+00:00,25924,25128500
2024-01-03 16:20:00+00:00,29673.5,25109500
2024-01-03 16:30:00+00:00,33079,25038500
2024-01-03 16:40:00+00:00,36362.1,25037500
2024-01-03 16:50:00+00:00,39517.1,24917000
2024-01-03 17:00:00+00:00,42262.3,24658000
2024-01-03 17:10:00+00:00,44559.7,24624500
2024-01-03 17:20:00+00:00,46911.4,24457500
2024-01-03 17:30:00+00:00,48836.2,24263500
2024-01-03 17:40:00+00:00,50599,24188000
2024-01-03 17:50:00+00:00,52509.1,24049500
2024-01-03 18:00:00+00:00,54205.7,23959500
2024-01-03 18:10:00+00:00,55720,23743500
2024-01-03 18:20:00+00:00,56766.2,23565500
2024-01-03 18:30:00+00:00,58042.8,23336000
2024-01-03 18:40:00+00:00,59178.5,23341000
2024-01-03 18:50:00+00:00,60046.1,23186500
2024-01-03 19:00:00+00:00,61142.9,22895500
2024-01-03 19:10:00+00:00,61875.5,22728000
2024-01-03 19:20:00+00:00,62389.1,22494000
2024-01-03 19:30:00+00:00,62759,22437000
2024-01-03 19:40:00+00:00,63184.7,22365000
2024-01-03 19:50:00+00:00,63316.9,22332500
2024-01-03 20:00:00+00:00,63304.7,22071500
2024-01-03 20:10:00+00:00,63250.9,21887500
2024-01-03 20:20:00+00:00,63052.6,21821000
2024-01-03 20:30:00+00:00,62609.1,21693500
2024-01-03 20:40:00+00:00,62145.6,21684500
2024-01-03 20:50:00+00:00,61537.7,21591000
2024-01-03 21:00:00+00:00,60735.6,21514000
2024-01-03 21:10:00+00:00,59789.3,21553000
2024-01-03 21:20:00+00:00,58777.7,21609500
2024-01-03 21:30:00+00:00,57570.7,21817000
2024-01-03 21:40:00+00:00,56152,21964500
2024-01-03 21:50:00+00:00,54643.5,22084000
2024-01-03 22:00:00+00:00,53000.1,22175500
2024-01-03 22:10:00+00:00,51162.6,22294000
2024-01-03 22:20:00+00:00,49518.9,22368500
2024-01-03 22:30:00+00:00,47369.1,22484000
2024-01-03 22:40:00+00:00,45182,22600500
2024-01-03 22:50:00+00:00,42648.7,22798000
2024-01-03 23:00:00+00:00,14713.1,23036000
2024-01-03 23:10:00+00:00,12135.2,23438500
2024-01-03 23:20:00+00:00,33602.8,23656000
2024-01-03 23:30:00+00:00,29894.6,23819500
2024-01-03 23:40:00+00:00,25981.5,23962000
2024-01-03 23:50:00+00:00,22188.7,24224000
2024-01-04 00:00:00+00:00,18127.7,24415500
2024-01-04 00:10:00+00:00,14232,24797000
2024-01-04 00:20:00+00:00,9810.47,25139000
2024-01-04 00:30:00+00:00,5541.03,25498000
2024-01-04 00:40:00+00:00,2546.48,25867500
2024-01-04 00:50:00+00:00,0,26253000
2024-01-04 01:00:00+00:00,0,26677500
2024-01-04 01:10:00+00:00,0,26973000
2024-01-04 01:20:00+00:00,0,27381000
2024-01-04 01:30:00+00:00,0,27602000
2024-01-04 01:40:00+00:00,0,27688500
2024-01-04 01:50:00+00:00,0,27742500
2024-01-04 02:00:00+00:00,0,27737000
2024-01-04 02:10:00+00:00,0,27637000
2024-01-04 02:20:00+00:00,0,27600000
2024-01-04 02:30:00+00:00,0,27542500
2024-01-04 02:40:00+00:00,0,27492000
2024-01-04 02:50:00+00:00,0,27432500
2024-01-04 03:00:00+00:00,0,27343500
2024-01-04 03:10:00+00:00,0,27253000
2024-01-04 03:20:00+00:00,0,27181500
2024-01-04 03:30:00+00:00,0,27091000
2024-01-04 03:40:00+00:00,0,27004500
2024-01-04 03:50:00+00:00,0,26926000
2024-01-04 04:00:00+00:00,0,26835500
2024-01-04 04:10:00+00:00,0,26776000
2024-01-04 04:20:00+00:00,0,26724000
2024-01-04 04:30:00+00:00,0,26623500
2024-01-04 04:40:00+00:00,0,26485500
2024-01-04 04:50:00+00:00,0,26315000
2024-01-04 05:00:00+00:00,0,26216500
2024-01-04 05:10:00+00:00,0,26170000
2024-01-04 05:20:00+00:00,0,26048000
2024-01-04 05:30:00+00:00,0,25875500
2024-01-04 05:40:00+00:00,0,25680500
2024-01-04 05:50:00+00:00,0,25449000
2024-01-04 06:00:00+00:00,0,25181500
2024-01-04 06:10:00+00:00,0,24895000
2024-01-04 06:20:00+00:00,0,24649000
2024-01-04 06:30:00+00:00,0,24364000
2024-01-04 06:40:00+00:00,0,24070500
2024-01-04 06:50:00+00:00,0,23810500
2024-01-04 07:00:00+00:00,0,23551500
2024-01-04 07:10:00+00:00,0,23292000
2024-01-04 07:20:00+00:00,0,23010500
2024-01-04 07:30:00+00:00,0,22809000
2024-01-04 07:40:00+00:00,0,22626500
2024-01-04 07:50:00+00:00,0,22441500
2024-01-04 08:00:00+00:00,0,22280000
2024-01-04 08:10:00+00:00,0,22206500
2024-01-04 08:20:00+00:00,0,22075000
2024-01-04 08:30:00+00:00,0,21889500
2024-01-04 08:40:00+00:00,0,21740000
2024-01-04 08:50:00+00:00,0,21573000
2024-01-04 09:00:00+00:00,0,21418000
2024-01-04 09:10:00+00:00,0,21311000
2024-01-04 09:20:00+00:00,0,21189500
2024-01-04 09:30:00+00:00,0,21063000
2024-01-04 09:40:00+00:00,0,20951500
2024-01-04 09:50:00+00:00,0,20826000
2024-01-04 10:00:00+00:00,0,20748000
2024-01-04 10:10:00+00:00,0,20689000
2024-01-04 10:20:00+00:00,0,20630000
2024-01-04 10:30:00+00:00,0,20552500
2024-01-04 10:40:00+00:00,0,20482000
2024-01-04 10:50:00+00:00,0,20410000
2024-01-04 11:00:00+00:00,0,20379500
2024-01-04 11:10:00+00:00,0,20381000
2024-01-04 11:20:00+00:00,0,20358500
2024-01-04 11:30:00+00:00,0,20366000
2024-01-04 11:40:00+00:00,0,20374000
2024-01-04 11:50:00+00:00,0,20376000
2024-01-04 12:00:00+00:00,0,20480500
2024-01-04 12:10:00+00:00,0,20637000
2024-01-04 12:20:00+00:00,0,20776500
2024-01-04 12:30:00+00:00,0,20903500
2024-01-04 12:40:00+00:00,0,21031000
2024-01-04 12:50:00+00:00,0,21169500
2024-01-04 13:00:00+00:00,0,21415000
2024-01-04 13:10:00+00:00,0,21846500
2024-01-04 13:20:00+00:00,0,21983000
2024-01-04 13:30:00+00:00,0,22207500
2024-01-04 13:40:00+00:00,0,22475000
2024-01-04 13:50:00+00:00,0,22677500
2024-01-04 14:00:00+00:00,0,23166500
2024-01-04 14:10:00+00:00,0,23701500
2024-01-04 14:20:00+00:00,0,23976000
2024-01-04 14:30:00+00:00,0,24237500
2024-01-04 14:40:00+00:00,0,24553500
2024-01-04 14:50:00+00:00,0,24701500
2024-01-04 15:00:00+00:00,0,24967500
2024-01-04 15:10:00+00:00,6.25601,25287500
2024-01-04 15:20:00+00:00,366.112,25322000
2024-01-04 15:30:00+00:00,4989,25317500
2024-01-04 15:40:00+00:00,14191.1,25340500
2024-01-04 15:50:00+00:00,18396.6,25243500
2024-01-04 16:00:00+00:00,22501.3,25189500
2024-01-04 16:10:00+00:00,26519.6,25177000
2024-01-04 16:20:00+00:00,30310.4,25232500
2024-01-04 16:30:00+00:00,33859.3,25175000
2024-01-04 16:40:00+00:00,37195.1,25039500
2024-01-04 16:50:00+00:00,40419.5,24906500
2024-01-04 17:00:00+00:00,43183.4,24675000
2024-01-04 17:10:00+00:00,22788.5,24457000
2024-01-04 17:20:00+00:00,19549.7,24139000
2024-01-04 17:30:00+00:00,49967.4,23812500
2024-01-04 17:40:00+00:00,51756,23574500
2024-01-04 17:50:00+00:00,53583.1,23392000
2024-01-04 18:00:00+00:00,55186.2,23134000
2024-01-04 18:10:00+00:00,56298.7,22997000
2024-01-04 18:20:00+00:00,36832.1,22709500
2024-01-04 18:30:00+00:00,44868.4,22440500
2024-01-04 18:40:00+00:00,49160,22250500
2024-01-04 18:50:00+00:00,60698.7,21936500
2024-01-04 19:00:00+00:00,61452.6,21704500
2024-01-04 19:10:00+00:00,62086.9,21471500
2024-01-04 19:20:00+00:00,62529.2,21397000
2024-01-04 19:30:00+00:00,62948.9,21288500
2024-01-04 19:40:00+00:00,63247.6,21081000
2024-01-04 19:50:00+00:00,63355.5,20907500
2024-01-04 20:00:00+00:00,63320.2,20888000
2024-01-04 20:10:00+00:00,63168.6,20915000
2024-01-04 20:20:00+00:00,62922.6,20779500
2024-01-04 20:30:00+00:00,62534.1,20659000
2024-01-04 20:40:00+00:00,61769.8,20621500
2024-01-04 20:50:00+00:00,61149.8,20535000
2024-01-04 21:00:00+00:00,60315.9,20415500
2024-01-04 21:10:00+00:00,59441.8,20328500
2024-01-04 21:20:00+00:00,58425.1,20264500
2024-01-04 21:30:00+00:00,57197,20324500
2024-01-04 21:40:00+00:00,55840.7,20417500
2024-01-04 21:50:00+00:00,54341.7,20521500
2024-01-04 22:00:00+00:00,52697.7,20659000
2024-01-04 22:10:00+00:00,50977.2,20904000
2024-01-04 22:20:00+00:00,49382.6,21018500
2024-01-04 22:30:00+00:00,47271.2,21143000
2024-01-04 22:40:00+00:00,44931.7,21447500
2024-01-04 22:50:00+00:00,42506.3,21639500
2024-01-04 23:00:00+00:00,39913.8,21887000
2024-01-04 23:10:00+00:00,36990,22097000
2024-01-04 23:20:00+00:00,33789.2,22277000
2024-01-04 23:30:00+00:00,30368.7,22511500
2024-01-04 23:40:00+00:00,26621.7,22845500
2024-01-04 23:50:00+00:00,22792.1,23233500
2024-01-05 00:00:00+00:00,18838,23524500
2024-01-05 00:10:00+00:00,14723.3,23810000
2024-01-05 00:20:00+00:00,10422.4,24285500
2024-01-05 00:30:00+00:00,5791.94,24810000
2024-01-05 00:40:00+00:00,2691.28,25236000
2024-01-05 00:50:00+00:00,0,25592000
2024-01-05 01:00:00+00:00,0,26003000
2024-01-05 01:10:00+00:00,0,26439000
2024-01-05 01:20:00+00:00,0,26912500
2024-01-05 01:30:00+00:00,0,27210000
2024-01-05 01:40:00+00:00,0,27347500
2024-01-05 01:50:00+00:00,0,27450500
2024-01-05 02:00:00+00:00,0,27450000
2024-01-05 02:10:00+00:00,0,27248000
2024-01-05 02:20:00+00:00,0,27234500
2024-01-05 02:30:00+00:00,0,27247000
2024-01-05 02:40:00+00:00,0,27204000
2024-01-05 02:50:00+00:00,0,27174500
2024-01-05 03:00:00+00:00,0,27106500
2024-01-05 03:10:00+00:00,0,27085000
2024-01-05 03:20:00+00:00,0,27070500
2024-01-05 03:30:00+00:00,0,26993500
2024-01-05 03:40:00+00:00,0,26935500
2024-01-05 03:50:00+00:00,0,26862500
2024-01-05 04:00:00+00:00,0,26689500
2024-01-05 04:10:00+00:00,0,26569500
2024-01-05 04:20:00+00:00,0,26441500
2024-01-05 04:30:00+00:00,0,26252500
2024-01-05 04:40:00+00:00,0,26076500
2024-01-05 04:50:00+00:00,0,25961000
2024-01-05 05:00:00+00:00,0,25903500
2024-01-05 05:10:00+00:00,0,25836000
2024-01-05 05:20:00+00:00,0,25768000
2024-01-05 05:30:00+00:00,0,25649500
2024-01-05 05:40:00+00:00,0,25509500
2024-01-05 05:50:00+00:00,0,25366000
2024-01-05 06:00:00+00:00,0,25149000
2024-01-05 06:10:00+00:00,0,24986500
2024-01-05 06:20:00+00:00,0,24752500
2024-01-05 06:30:00+00:00,0,24477500
2024-01-05 06:40:00+00:00,0,24229500
2024-01-05 06:50:00+00:00,0,24009000
2024-01-05 07:00:00+00:00,0,23738000
2024-01-05 07:10:00+00:00,0,23503000
2024-01-05 07:20:00+00:00,0,23301500
2024-01-05 07:30:00+00:00,0,23052000
2024-01-05 07:40:00+00:00,0,22779500
2024-01-05 07:50:00+00:00,0,22562500
2024-01-05 08:00:00+00:00,0,22418000
2024-01-05 08:10:00+00:00,0,22409000
2024-01-05 08:20:00+00:00,0,22261500
