timestamp,wind_kw,load_kw,Temperature,DHI,DNI,GHI,Pressure,Wind Speed,pv_kw
1/13/2014 01,26375.9,8996.0,2.6,0,0,0,910,1.9,0.0
1/13/2014 02,23397.8,8962.0,2.2,0,0,0,910,1.8,0.0
1/13/2014 03,11751.1,9010.0,1.8,0,0,0,910,1.7,0.0
1/13/2014 04,661.63,9102.0,1.5,0,0,0,911,1.6,0.0
1/13/2014 05,0.0,10061.0,1.4,0,0,0,911,1.6,0.0
1/13/2014 06,0.0,10766.0,2.1,0,0,0,912,1.5,0.0
1/13/2014 07,0.0,11401.0,5.7,23,492,62,912,1.8,10205.8
1/13/2014 08,0.0,11536.0,10.2,45,804,245,913,2.8,36883.8
1/13/2014 09,1665.02,11703.0,13.6,56,924,415,913,3.4,56108.8
1/13/2014 10,3413.48,11841.0,16.2,63,978,540,913,3.3,67970.5
1/13/2014 11,2015.67,11853.0,17.9,66,1001,606,912,2.9,73426.8
1/13/2014 12,0.0,11867.0,18.9,66,1002,607,911,2.4,72760.0
1/13/2014 13,0.0,11921.0,19.1,62,981,543,911,1.8,66143.4
1/13/2014 14,0.0,11922.0,18.1,56,926,420,911,1.2,54080.6
1/13/2014 15,0.0,11929.0,15.0,45,811,251,911,0.7,36172.9
1/13/2014 16,0.0,11977.0,12.2,24,509,67,911,0.6,11008.1
1/13/2014 17,0.0,13023.0,11.4,0,0,0,912,0.4,0.0
1/13/2014 18,0.0,13420.0,11.3,0,0,0,912,0.2,0.0
1/13/2014 19,0.0,13187.0,11.1,0,0,0,912,0.2,0.0
1/13/2014 20,0.0,12781.0,10.7,0,0,0,912,0.6,0.0
1/13/2014 21,0.0,12067.0,10.0,0,0,0,912,0.9,0.0
1/13/2014 22,1316.44,11040.0,9.1,0,0,0,912,1.1,0.0
1/13/2014 23,5948.03,10207.0,8.1,0,0,0,912,1.2,0.0
1/14/2014 00,4041.5,9604.0,7.6,0,0,0,912,1.3,0.0
1/14/2014 01,0.0,9470.0,7.5,0,0,0,912,1.3,0.0
1/14/2014 02,64.8923,9275.0,7.7,0,0,0,912,1.3,0.0
1/14/2014 03,0.0,9294.0,7.6,0,0,0,912,1.3,0.0
1/14/2014 04,0.0,9571.0,7.4,0,0,0,913,1.3,0.0
1/14/2014 05,0.0,9953.0,7.3,0,0,0,914,1.4,0.0
1/14/2014 06,0.0,10948.0,7.6,0,0,0,914,1.4,0.0
1/14/2014 07,3282.03,11458.0,9.6,24,477,62,915,1.3,9902.77
1/14/2014 08,0.0,11609.0,13.8,47,796,245,915,1.7,36171.9
1/14/2014 09,0.0,11743.0,17.7,58,919,416,915,2.9,54953.7
1/14/2014 10,4892.17,11904.0,19.9,65,985,548,914,3.5,67775.9
1/14/2014 11,6383.95,12078.0,21.2,68,1009,615,913,3.6,73813.6
1/14/2014 12,4349.52,12151.0,21.9,69,1009,617,912,3.6,73795.7
1/14/2014 13,3515.56,12241.0,21.8,64,978,547,912,3.6,67106.4
1/14/2014 14,1253.96,12276.0,20.3,59,921,423,912,2.9,55030.5
1/14/2014 15,0.0,12251.0,16.2,48,804,254,912,1.8,36923.2
1/14/2014 16,0.0,12243.0,12.1,26,499,69,912,1.5,11324.6
1/14/2014 17,0.0,13206.0,10.3,0,0,0,913,1.5,0.0
1/14/2014 18,0.0,13463.0,9.4,0,0,0,913,1.5,0.0
1/14/2014 19,0.0,13192.0,8.4,0,0,0,913,1.6,0.0
1/14/2014 20,0.0,12733.0,7.5,0,0,0,913,1.6,0.0
1/14/2014 21,0.0,12070.0,6.8,0,0,0,913,1.6,0.0
1/14/2014 22,0.0,11106.0,6.2,0,0,0,913,1.6,0.0
1/14/2014 23,0.0,10284.0,5.8,0,0,0,913,1.6,0.0
1/15/2014 00,0.0,9652.0,5.4,0,0,0,913,1.7,0.0
1/15/2014 01,0.0,9311.0,5.1,0,0,0,912,1.7,0.0
1/15/2014 02,163.055,9096.0,4.9,0,0,0,912,1.8,0.0
1/15/2014 03,0.0,9053.0,4.7,0,0,0,912,1.8,0.0
1/15/2014 04,0.0,9200.0,4.6,0,0,0,912,1.8,0.0
1/15/2014 05,0.0,9806.0,4.5,0,0,0,912,1.8,0.0
1/15/2014 06,653.795,10766.0,5.4,0,0,0,913,1.8,0.0
1/15/2014 07,0.0,11308.0,9.4,24,495,63,913,1.9,10293.2
1/15/2014 08,0.0,11496.0,14.5,46,806,248,913,2.9,36708.9
1/15/2014 09,0.0,11790.0,18.1,57,924,420,913,4.0,55543.4
1/15/2014 10,5160.25,12062.0,20.2,64,979,546,912,4.3,67782.0
1/15/2014 11,16209.8,12262.0,21.3,68,1001,613,911,4.1,73744.4
1/15/2014 12,9581.74,12353.0,21.7,68,1001,615,910,3.8,73552.3
1/15/2014 13,3411.41,12541.0,21.5,68,972,551,910,3.6,67372.4
1/15/2014 14,2613.03,12579.0,20.2,62,914,427,910,2.7,55048.7
1/15/2014 15,1884.83,12542.0,16.4,51,793,257,910,1.6,36882.4
1/15/2014 16,0.0,12520.0,12.8,27,489,71,910,1.2,11411.9
1/15/2014 17,0.0,13341.0,11.8,0,0,0,910,1.2,0.0
1/15/2014 18,0.0,13599.0,11.1,0,0,0,910,1.3,0.0
1/15/2014 19,0.0,13266.0,10.4,0,0,0,910,1.4,0.0
1/15/2014 20,0.0,12837.0,9.8,0,0,0,910,1.6,0.0
1/15/2014 21,825.299,12140.0,9.3,0,0,0,910,1.6,0.0
1/15/2014 22,1697.95,11143.0,8.9,0,0,0,910,1.7,0.0
