"Time stamp","System power generated | (kW)"
"Aug 12, 12:20 pm",65556.6
"Aug 12, 12:30 pm",65301.8
"Aug 12, 12:40 pm",64847.1
"Aug 12, 12:50 pm",64431.9
"Aug 12, 01:00 pm",63908.6
"Aug 12, 01:10 pm",63292.5
"Aug 12, 01:20 pm",62552
"Aug 12, 01:30 pm",61781.5
"Aug 12, 01:40 pm",60881.5
"Aug 12, 01:50 pm",59857.5
"Aug 12, 02:00 pm",58752
"Aug 12, 02:10 pm",57547.7
"Aug 12, 02:20 pm",56260.1
"Aug 12, 02:30 pm",54790
"Aug 12, 02:40 pm",53347.4
"Aug 12, 02:50 pm",51725
"Aug 12, 03:00 pm",49964.1
"Aug 12, 03:10 pm",48121.9
"Aug 12, 03:20 pm",46143
"Aug 12, 03:30 pm",44028.9
"Aug 12, 03:40 pm",41902.9
"Aug 12, 03:50 pm",39670.2
"Aug 12, 04:00 pm",37302.7
"Aug 12, 04:10 pm",34492.7
"Aug 12, 04:20 pm",31585.7
"Aug 12, 04:30 pm",28494.8
"Aug 12, 04:40 pm",25470.7
"Aug 12, 04:50 pm",22229.1
"Aug 12, 05:00 pm",18923.2
"Aug 12, 05:10 pm",15603.7
"Aug 12, 05:20 pm",12466
"Aug 12, 05:30 pm",9419.74
"Aug 12, 05:40 pm",6659.71
"Aug 12, 05:50 pm",4199.66
"Aug 12, 06:00 pm",2423.85
"Aug 12, 06:10 pm",1260.44
"Aug 12, 06:20 pm",572.626
"Aug 12, 06:30 pm",345.213
"Aug 12, 06:40 pm",-0
"Aug 12, 06:50 pm",0
"Aug 12, 07:00 pm",0
"Aug 12, 07:10 pm",0
"Aug 12, 07:20 pm",0
"Aug 12, 07:30 pm",0
"Aug 12, 07:40 pm",0
"Aug 12, 07:50 pm",0
"Aug 12, 08:00 pm",0
"Aug 12, 08:10 pm",0
"Aug 12, 08:20 pm",0
"Aug 12, 08:30 pm",0
"Aug 12, 08:40 pm",0
"Aug 12, 08:50 pm",0
"Aug 12, 09:00 pm",0
"Aug 12, 09:10 pm",0
"Aug 12, 09:20 pm",0
"Aug 12, 09:30 pm",0
"Aug 12, 09:40 pm",0
"Aug 12, 09:50 pm",0
"Aug 12, 10:00 pm",0
"Aug 12, 10:10 pm",0
"Aug 12, 10:20 pm",0
"Aug 12, 10:30 pm",0
"Aug 12, 10:40 pm",0
"Aug 12, 10:50 pm",0
"Aug 12, 11:00 pm",0
"Aug 12, 11:10 pm",0
"Aug 12, 11:20 pm",0
"Aug 12, 11:30 pm",0
"Aug 12, 11:40 pm",0
"Aug 12, 11:50 pm",0
"Aug 13, 12:00 am",0
"Aug 13, 12:10 am",0
"Aug 13, 12:20 am",0
"Aug 13, 12:30 am",0
"Aug 13, 12:40 am",0
"Aug 13, 12:50 am",0
"Aug 13, 01:00 am",0
"Aug 13, 01:10 am",0
"Aug 13, 01:20 am",0
"Aug 13, 01:30 am",0
"Aug 13, 01:40 am",0
"Aug 13, 01:50 am",0
"Aug 13, 02:00 am",0
"Aug 13, 02:10 am",0
"Aug 13, 02:20 am",0
"Aug 13, 02:30 am",0
"Aug 13, 02:40 am",0
"Aug 13, 02:50 am",0
"Aug 13, 03:00 am",0
"Aug 13, 03:10 am",0
"Aug 13, 03:20 am",0
"Aug 13, 03:30 am",0
"Aug 13, 03:40 am",0
"Aug 13, 03:50 am",0
"Aug 13, 04:00 am",0
"Aug 13, 04:10 am",0
"Aug 13, 04:20 am",0
"Aug 13, 04:30 am",0
"Aug 13, 04:40 am",0
"Aug 13, 04:50 am",0
"Aug 13, 05:00 am",0
"Aug 13, 05:10 am",0
"Aug 13, 05:20 am",196.269
"Aug 13, 05:30 am",470.148
"Aug 13, 05:40 am",1021.78
"Aug 13, 05:50 am",2046.48
"Aug 13, 06:00 am",3630.95
"Aug 13, 06:10 am",5895.23
"Aug 13, 06:20 am",8615.31
"Aug 13, 06:30 am",11763.4
"Aug 13, 06:40 am",15073.8
"Aug 13, 06:50 am",18487.4
"Aug 13, 07:00 am",21947
"Aug 13, 07:10 am",25390.5
"Aug 13, 07:20 am",28679.1
"Aug 13, 07:30 am",31948
"Aug 13, 07:40 am",35128.3
"Aug 13, 07:50 am",38048.7
"Aug 13, 08:00 am",40609.2
"Aug 13, 08:10 am",43062.9
"Aug 13, 08:20 am",45408.6
"Aug 13, 08:30 am",47536.9
"Aug 13, 08:40 am",49809
"Aug 13, 08:50 am",51711.1
"Aug 13, 09:00 am",53565.5
"Aug 13, 09:10 am",55297.3
"Aug 13, 09:20 am",56924.7
"Aug 13, 09:30 am",58393
"Aug 13, 09:40 am",59780.8
"Aug 13, 09:50 am",61068.3
"Aug 13, 10:00 am",62401.2
"Aug 13, 10:10 am",63447.5
"Aug 13, 10:20 am",64414
"Aug 13, 10:30 am",65327
"Aug 13, 10:40 am",66075.5
"Aug 13, 10:50 am",66742
"Aug 13, 11:00 am",67284.2
"Aug 13, 11:10 am",67777.3
"Aug 13, 11:20 am",68112.3
"Aug 13, 11:30 am",68449.6
"Aug 13, 11:40 am",68661.9
"Aug 13, 11:50 am",68718.2
"Aug 13, 12:00 pm",68913.4
"Aug 13, 12:10 pm",68850.3
"Aug 13, 12:20 pm",68664.8
"Aug 13, 12:30 pm",68447.2
"Aug 13, 12:40 pm",68061.2
"Aug 13, 12:50 pm",67596.8
"Aug 13, 01:00 pm",67005.6
"Aug 13, 01:10 pm",66414.3
"Aug 13, 01:20 pm",65692.4
"Aug 13, 01:30 pm",64890.7
"Aug 13, 01:40 pm",63923.6
"Aug 13, 01:50 pm",62901.9
"Aug 13, 02:00 pm",61748
"Aug 13, 02:10 pm",60490.9
"Aug 13, 02:20 pm",59159.4
"Aug 13, 02:30 pm",57678.8
"Aug 13, 02:40 pm",56137.6
"Aug 13, 02:50 pm",54643.5
"Aug 13, 03:00 pm",52821.8
"Aug 13, 03:10 pm",50920.4
"Aug 13, 03:20 pm",48870.3
"Aug 13, 03:30 pm",46734.4
"Aug 13, 03:40 pm",44400.4
"Aug 13, 03:50 pm",41953.9
"Aug 13, 04:00 pm",39504.8
"Aug 13, 04:10 pm",36619.5
"Aug 13, 04:20 pm",33486.4
"Aug 13, 04:30 pm",30458.5
"Aug 13, 04:40 pm",27147.5
"Aug 13, 04:50 pm",23611.6
"Aug 13, 05:00 pm",20149.9
"Aug 13, 05:10 pm",16626.3
"Aug 13, 05:20 pm",13106.9
"Aug 13, 05:30 pm",9864.03
"Aug 13, 05:40 pm",6903.5
"Aug 13, 05:50 pm",4316.46
"Aug 13, 06:00 pm",2403.53
"Aug 13, 06:10 pm",1264.4
"Aug 13, 06:20 pm",570.748
"Aug 13, 06:30 pm",300.178
"Aug 13, 06:40 pm",-0
"Aug 13, 06:50 pm",0
"Aug 13, 07:00 pm",0
"Aug 13, 07:10 pm",0
"Aug 13, 07:20 pm",0
"Aug 13, 07:30 pm",0
"Aug 13, 07:40 pm",0
"Aug 13, 07:50 pm",0
"Aug 13, 08:00 pm",0
"Aug 13, 08:10 pm",0
"Aug 13, 08:20 pm",0
"Aug 13, 08:30 pm",0
"Aug 13, 08:40 pm",0
"Aug 13, 08:50 pm",0
"Aug 13, 09:00 pm",0
"Aug 13, 09:10 pm",0
"Aug 13, 09:20 pm",0
"Aug 13, 09:30 pm",0
"Aug 13, 09:40 pm",0
"Aug 13, 09:50 pm",0
"Aug 13, 10:00 pm",0
"Aug 13, 10:10 pm",0
"Aug 13, 10:20 pm",0
"Aug 13, 10:30 pm",0
"Aug 13, 10:40 pm",0
"Aug 13, 10:50 pm",0
"Aug 13, 11:00 pm",0
"Aug 13, 11:10 pm",0
"Aug 13, 11:20 pm",0
"Aug 13, 11:30 pm",0
"Aug 13, 11:40 pm",0
"Aug 13, 11:50 pm",0
"Aug 14, 12:00 am",0
"Aug 14, 12:10 am",0
"Aug 14, 12:20 am",0
"Aug 14, 12:30 am",0
"Aug 14, 12:40 am",0
"Aug 14, 12:50 am",0
"Aug 14, 01:00 am",0
"Aug 14, 01:10 am",0
"Aug 14, 01:20 am",0
"Aug 14, 01:30 am",0
"Aug 14, 01:40 am",0
"Aug 14, 01:50 am",0
"Aug 14, 02:00 am",0
"Aug 14, 02:10 am",0
"Aug 14, 02:20 am",0
"Aug 14, 02:30 am",0
"Aug 14, 02:40 am",0
"Aug 14, 02:50 am",0
"Aug 14, 03:00 am",0
"Aug 14, 03:10 am",0
"Aug 14, 03:20 am",0
"Aug 14, 03:30 am",0
"Aug 14, 03:40 am",0
"Aug 14, 03:50 am",0
"Aug 14, 04:00 am",0
"Aug 14, 04:10 am",0
"Aug 14, 04:20 am",0
"Aug 14, 04:30 am",0
"Aug 14, 04:40 am",0
"Aug 14, 04:50 am",0
"Aug 14, 05:00 am",0
"Aug 14, 05:10 am",0
"Aug 14, 05:20 am",202.238
"Aug 14, 05:30 am",440.208
"Aug 14, 05:40 am",956.534
"Aug 14, 05:50 am",1871.08
"Aug 14, 06:00 am",3560.47
"Aug 14, 06:10 am",5897.96
"Aug 14, 06:20 am",8809.58
"Aug 14, 06:30 am",12018.3
"Aug 14, 06:40 am",15517.3
"Aug 14, 06:50 am",19076.9
"Aug 14, 07:00 am",22620.2
"Aug 14, 07:10 am",26150.1
"Aug 14, 07:20 am",29519.8
"Aug 14, 07:30 am",32765.8
"Aug 14, 07:40 am",35908.3
"Aug 14, 07:50 am",38882.5
"Aug 14, 08:00 am",41253.3
"Aug 14, 08:10 am",43696.1
"Aug 14, 08:20 am",46061.1
"Aug 14, 08:30 am",48202.9
"Aug 14, 08:40 am",50279.5
"Aug 14, 08:50 am",52228.4
"Aug 14, 09:00 am",54079.6
"Aug 14, 09:10 am",55761.2
"Aug 14, 09:20 am",57377.1
"Aug 14, 09:30 am",58830.2
"Aug 14, 09:40 am",60190.1
"Aug 14, 09:50 am",61486.9
"Aug 14, 10:00 am",62618.4
"Aug 14, 10:10 am",63594.3
"Aug 14, 10:20 am",64577.9
"Aug 14, 10:30 am",65416.5
"Aug 14, 10:40 am",66133.7
"Aug 14, 10:50 am",66541.8
"Aug 14, 11:00 am",67095.4
"Aug 14, 11:10 am",67542.3
"Aug 14, 11:20 am",67955.6
"Aug 14, 11:30 am",68257.7
"Aug 14, 11:40 am",68424.2
"Aug 14, 11:50 am",68558.7
"Aug 14, 12:00 pm",68536.6
"Aug 14, 12:10 pm",68461.1
"Aug 14, 12:20 pm",68353.5
"Aug 14, 12:30 pm",68088.8
"Aug 14, 12:40 pm",67529.1
"Aug 14, 12:50 pm",67101.6
"Aug 14, 01:00 pm",66560.2
"Aug 14, 01:10 pm",65961.6
"Aug 14, 01:20 pm",65246
"Aug 14, 01:30 pm",64451.6
"Aug 14, 01:40 pm",63474.4
"Aug 14, 01:50 pm",62416.7
"Aug 14, 02:00 pm",61273.4
"Aug 14, 02:10 pm",60072.3
"Aug 14, 02:20 pm",58694.5
"Aug 14, 02:30 pm",57245.3
"Aug 14, 02:40 pm",55850.8
"Aug 14, 02:50 pm",54138.1
"Aug 14, 03:00 pm",52323.7
"Aug 14, 03:10 pm",50365.6
"Aug 14, 03:20 pm",48282.9
"Aug 14, 03:30 pm",46142.7
"Aug 14, 03:40 pm",43839.5
"Aug 14, 03:50 pm",41414.3
"Aug 14, 04:00 pm",38908.2
"Aug 14, 04:10 pm",36064.5
"Aug 14, 04:20 pm",32936.5
"Aug 14, 04:30 pm",29778.2
"Aug 14, 04:40 pm",26415.5
"Aug 14, 04:50 pm",23191.8
"Aug 14, 05:00 pm",19706.3
"Aug 14, 05:10 pm",16200.5
"Aug 14, 05:20 pm",12848.1
"Aug 14, 05:30 pm",9630.52
"Aug 14, 05:40 pm",6721.94
"Aug 14, 05:50 pm",4254.9
"Aug 14, 06:00 pm",2373.32
"Aug 14, 06:10 pm",1239.62
"Aug 14, 06:20 pm",581.172
"Aug 14, 06:30 pm",299.437
"Aug 14, 06:40 pm",-0
"Aug 14, 06:50 pm",0
"Aug 14, 07:00 pm",0
"Aug 14, 07:10 pm",0
"Aug 14, 07:20 pm",0
"Aug 14, 07:30 pm",0
"Aug 14, 07:40 pm",0
"Aug 14, 07:50 pm",0
"Aug 14, 08:00 pm",0
"Aug 14, 08:10 pm",0
"Aug 14, 08:20 pm",0
"Aug 14, 08:30 pm",0
"Aug 14, 08:40 pm",0
"Aug 14, 08:50 pm",0
"Aug 14, 09:00 pm",0
"Aug 14, 09:10 pm",0
"Aug 14, 09:20 pm",0
"Aug 14, 09:30 pm",0
"Aug 14, 09:40 pm",0
"Aug 14, 09:50 pm",0
"Aug 14, 10:00 pm",0
"Aug 14, 10:10 pm",0
"Aug 14, 10:20 pm",0
"Aug 14, 10:30 pm",0
"Aug 14, 10:40 pm",0
"Aug 14, 10:50 pm",0
"Aug 14, 11:00 pm",0
"Aug 14, 11:10 pm",0
"Aug 14, 11:20 pm",0
"Aug 14, 11:30 pm",0
"Aug 14, 11:40 pm",0
"Aug 14, 11:50 pm",0
"Aug 15, 12:00 am",0
"Aug 15, 12:10 am",0
"Aug 15, 12:20 am",0
"Aug 15, 12:30 am",0
"Aug 15, 12:40 am",0
"Aug 15, 12:50 am",0
"Aug 15, 01:00 am",0
"Aug 15, 01:10 am",0
"Aug 15, 01:20 am",0
"Aug 15, 01:30 am",0
"Aug 15, 01:40 am",0
"Aug 15, 01:50 am",0
"Aug 15, 02:00 am",0
"Aug 15, 02:10 am",0
"Aug 15, 02:20 am",0
"Aug 15, 02:30 am",0
"Aug 15, 02:40 am",0
"Aug 15, 02:50 am",0
"Aug 15, 03:00 am",0
"Aug 15, 03:10 am",0
"Aug 15, 03:20 am",0
"Aug 15, 03:30 am",0
"Aug 15, 03:40 am",0
"Aug 15, 03:50 am",0
"Aug 15, 04:00 am",0
"Aug 15, 04:10 am",0
"Aug 15, 04:20 am",0
"Aug 15, 04:30 am",0
"Aug 15, 04:40 am",0
"Aug 15, 04:50 am",0
"Aug 15, 05:00 am",0
"Aug 15, 05:10 am",0
"Aug 15, 05:20 am",145.353
"Aug 15, 05:30 am",450.073
"Aug 15, 05:40 am",954.642
"Aug 15, 05:50 am",1925.47
"Aug 15, 06:00 am",3571.39
"Aug 15, 06:10 am",5935.61
"Aug 15, 06:20 am",8791.86
"Aug 15, 06:30 am",12031.5
"Aug 15, 06:40 am",15447.1
"Aug 15, 06:50 am",18964.7
"Aug 15, 07:00 am",22522.1
"Aug 15, 07:10 am",26032.9
"Aug 15, 07:20 am",29400.3
"Aug 15, 07:30 am",32631.9
"Aug 15, 07:40 am",35730.8
"Aug 15, 07:50 am",38695.1
"Aug 15, 08:00 am",41254.4
"Aug 15, 08:10 am",43696.7
"Aug 15, 08:20 am",45942.2
"Aug 15, 08:30 am",48147.4
"Aug 15, 08:40 am",50186.3
"Aug 15, 08:50 am",52131.6
"Aug 15, 09:00 am",53881.8
"Aug 15, 09:10 am",55615.9
"Aug 15, 09:20 am",57190.5
"Aug 15, 09:30 am",58683.5
"Aug 15, 09:40 am",60053
"Aug 15, 09:50 am",61294.4
"Aug 15, 10:00 am",62414.8
"Aug 15, 10:10 am",63425.4
"Aug 15, 10:20 am",64176.8
"Aug 15, 10:30 am",65018.7
"Aug 15, 10:40 am",65682.4
"Aug 15, 10:50 am",66310.7
"Aug 15, 11:00 am",66809.4
"Aug 15, 11:10 am",67261.6
"Aug 15, 11:20 am",67636.6
"Aug 15, 11:30 am",67887.1
"Aug 15, 11:40 am",68060.6
"Aug 15, 11:50 am",68112.8
"Aug 15, 12:00 pm",68088.9
"Aug 15, 12:10 pm",68023.4
"Aug 15, 12:20 pm",67837.2
"Aug 15, 12:30 pm",67608.6
"Aug 15, 12:40 pm",67271.9
"Aug 15, 12:50 pm",66763.9
"Aug 15, 01:00 pm",66301.4
"Aug 15, 01:10 pm",65622.3
"Aug 15, 01:20 pm",64953.7
"Aug 15, 01:30 pm",64109.5
"Aug 15, 01:40 pm",63224.7
"Aug 15, 01:50 pm",62165.7
"Aug 15, 02:00 pm",61063.6
"Aug 15, 02:10 pm",59786.3
"Aug 15, 02:20 pm",58449.1
"Aug 15, 02:30 pm",57021.8
"Aug 15, 02:40 pm",55503.7
"Aug 15, 02:50 pm",53728.8
"Aug 15, 03:00 pm",51948
"Aug 15, 03:10 pm",50079.7
"Aug 15, 03:20 pm",47985.7
"Aug 15, 03:30 pm",45891.6
"Aug 15, 03:40 pm",43575
"Aug 15, 03:50 pm",41140.4
"Aug 15, 04:00 pm",38657.5
"Aug 15, 04:10 pm",35750.3
"Aug 15, 04:20 pm",32726.4
"Aug 15, 04:30 pm",29683.1
"Aug 15, 04:40 pm",26266.9
"Aug 15, 04:50 pm",22893.7
"Aug 15, 05:00 pm",19406.5
"Aug 15, 05:10 pm",15951.4
"Aug 15, 05:20 pm",12518.5
"Aug 15, 05:30 pm",9362.36
"Aug 15, 05:40 pm",6452.35
"Aug 15, 05:50 pm",4007.29
"Aug 15, 06:00 pm",2237.68
"Aug 15, 06:10 pm",1138.16
"Aug 15, 06:20 pm",524.067
"Aug 15, 06:30 pm",238.492
"Aug 15, 06:40 pm",-0
"Aug 15, 06:50 pm",0
"Aug 15, 07:00 pm",0
"Aug 15, 07:10 pm",0
"Aug 15, 07:20 pm",0
"Aug 15, 07:30 pm",0
"Aug 15, 07:40 pm",0
"Aug 15, 07:50 pm",0
"Aug 15, 08:00 pm",0
"Aug 15, 08:10 pm",0
"Aug 15, 08:20 pm",0
"Aug 15, 08:30 pm",0
"Aug 15, 08:40 pm",0
"Aug 15, 08:50 pm",0
"Aug 15, 09:00 pm",0
"Aug 15, 09:10 pm",0
"Aug 15, 09:20 pm",0
"Aug 15, 09:30 pm",0
"Aug 15, 09:40 pm",0
"Aug 15, 09:50 pm",0
"Aug 15, 10:00 pm",0
"Aug 15, 10:10 pm",0
"Aug 15, 10:20 pm",0
"Aug 15, 10:30 pm",0
"Aug 15, 10:40 pm",0
"Aug 15, 10:50 pm",0
"Aug 15, 11:00 pm",0
"Aug 15, 11:10 pm",0
"Aug 15, 11:20 pm",0
"Aug 15, 11:30 pm",0
"Aug 15, 11:40 pm",0
"Aug 15, 11:50 pm",0
"Aug 16, 12:00 am",0
"Aug 16, 12:10 am",0
"Aug 16, 12:20 am",0
"Aug 16, 12:30 am",0
"Aug 16, 12:40 am",0
"Aug 16, 12:50 am",0
"Aug 16, 01:00 am",0
"Aug 16, 01:10 am",0
"Aug 16, 01:20 am",0
"Aug 16, 01:30 am",0
"Aug 16, 01:40 am",0
"Aug 16, 01:50 am",0
"Aug 16, 02:00 am",0
"Aug 16, 02:10 am",0
"Aug 16, 02:20 am",0
"Aug 16, 02:30 am",0
"Aug 16, 02:40 am",0
"Aug 16, 02:50 am",0
"Aug 16, 03:00 am",0
"Aug 16, 03:10 am",0
"Aug 16, 03:20 am",0
"Aug 16, 03:30 am",0
"Aug 16, 03:40 am",0
"Aug 16, 03:50 am",0
"Aug 16, 04:00 am",0
"Aug 16, 04:10 am",0
"Aug 16, 04:20 am",0
"Aug 16, 04:30 am",0
"Aug 16, 04:40 am",0
"Aug 16, 04:50 am",0
"Aug 16, 05:00 am",0
"Aug 16, 05:10 am",0
"Aug 16, 05:20 am",-0
"Aug 16, 05:30 am",454.061
"Aug 16, 05:40 am",867.353
"Aug 16, 05:50 am",1839.11
"Aug 16, 06:00 am",3498.81
"Aug 16, 06:10 am",5895.21
"Aug 16, 06:20 am",8791.42
"Aug 16, 06:30 am",12075.3
"Aug 16, 06:40 am",15511.9
"Aug 16, 06:50 am",19092.9
"Aug 16, 07:00 am",22720.1
"Aug 16, 07:10 am",26460.8
"Aug 16, 07:20 am",29862.1
"Aug 16, 07:30 am",33132.6
"Aug 16, 07:40 am",36258
"Aug 16, 07:50 am",39251.1
"Aug 16, 08:00 am",41864.3
"Aug 16, 08:10 am",44301
"Aug 16, 08:20 am",46611.7
"Aug 16, 08:30 am",48823.5
"Aug 16, 08:40 am",50843.3
"Aug 16, 08:50 am",52829.4
"Aug 16, 09:00 am",54594.4
"Aug 16, 09:10 am",56341.7
"Aug 16, 09:20 am",57884.4
"Aug 16, 09:30 am",59374.1
"Aug 16, 09:40 am",60424.2
"Aug 16, 09:50 am",61667.2
"Aug 16, 10:00 am",62737.1
"Aug 16, 10:10 am",63767.1
"Aug 16, 10:20 am",64695
"Aug 16, 10:30 am",65410.3
"Aug 16, 10:40 am",66168
"Aug 16, 10:50 am",66712.3
"Aug 16, 11:00 am",67207.9
"Aug 16, 11:10 am",67668.6
"Aug 16, 11:20 am",67994.4
"Aug 16, 11:30 am",68207.4
"Aug 16, 11:40 am",68379.1
"Aug 16, 11:50 am",68394.1
"Aug 16, 12:00 pm",68368
"Aug 16, 12:10 pm",68266.1
"Aug 16, 12:20 pm",68044.6
"Aug 16, 12:30 pm",67781.9
"Aug 16, 12:40 pm",67371.1
"Aug 16, 12:50 pm",66910.2
"Aug 16, 01:00 pm",66339.2
"Aug 16, 01:10 pm",65756.7
"Aug 16, 01:20 pm",65002.7
"Aug 16, 01:30 pm",64133.1
"Aug 16, 01:40 pm",62994.9
"Aug 16, 01:50 pm",61945
"Aug 16, 02:00 pm",60829.2
"Aug 16, 02:10 pm",59636.2
"Aug 16, 02:20 pm",58310.5
"Aug 16, 02:30 pm",56867
"Aug 16, 02:40 pm",55236.2
"Aug 16, 02:50 pm",53558.8
"Aug 16, 03:00 pm",51793
"Aug 16, 03:10 pm",49841.1
"Aug 16, 03:20 pm",47845.7
"Aug 16, 03:30 pm",45705.4
"Aug 16, 03:40 pm",43434.3
"Aug 16, 03:50 pm",41063.7
"Aug 16, 04:00 pm",38535.5
"Aug 16, 04:10 pm",35656.2
"Aug 16, 04:20 pm",32650.7
"Aug 16, 04:30 pm",29412.1
"Aug 16, 04:40 pm",26042.9
"Aug 16, 04:50 pm",22674.9
"Aug 16, 05:00 pm",19225.7
"Aug 16, 05:10 pm",15706.7
"Aug 16, 05:20 pm",12373.7
"Aug 16, 05:30 pm",9176.78
"Aug 16, 05:40 pm",6312.77
"Aug 16, 05:50 pm",3907.62
"Aug 16, 06:00 pm",2181.1
"Aug 16, 06:10 pm",1042.73
"Aug 16, 06:20 pm",472.606
"Aug 16, 06:30 pm",181.786
"Aug 16, 06:40 pm",0
"Aug 16, 06:50 pm",0
"Aug 16, 07:00 pm",0
"Aug 16, 07:10 pm",0
"Aug 16, 07:20 pm",0
"Aug 16, 07:30 pm",0
"Aug 16, 07:40 pm",0
"Aug 16, 07:50 pm",0
"Aug 16, 08:00 pm",0
"Aug 16, 08:10 pm",0
"Aug 16, 08:20 pm",0
"Aug 16, 08:30 pm",0
"Aug 16, 08:40 pm",0
"Aug 16, 08:50 pm",0
"Aug 16, 09:00 pm",0
"Aug 16, 09:10 pm",0
"Aug 16, 09:20 pm",0
"Aug 16, 09:30 pm",0
"Aug 16, 09:40 pm",0
"Aug 16, 09:50 pm",0
"Aug 16, 10:00 pm",0
"Aug 16, 10:10 pm",0
"Aug 16, 10:20 pm",0
"Aug 16, 10:30 pm",0
"Aug 16, 10:40 pm",0
"Aug 16, 10:50 pm",0
"Aug 16, 11:00 pm",0
"Aug 16, 11:10 pm",0
"Aug 16, 11:20 pm",0
"Aug 16, 11:30 pm",0
"Aug 16, 11:40 pm",0
"Aug 16, 11:50 pm",0
"Aug 17, 12:00 am",0
"Aug 17, 12:10 am",0
"Aug 17, 12:20 am",0
"Aug 17, 12:30 am",0
"Aug 17, 12:40 am",0
"Aug 17, 12:50 am",0
"Aug 17, 01:00 am",0
"Aug 17, 01:10 am",0
"Aug 17, 01:20 am",0
"Aug 17, 01:30 am",0
"Aug 17, 01:40 am",0
"Aug 17, 01:50 am",0
"Aug 17, 02:00 am",0
"Aug 17, 02:10 am",0
"Aug 17, 02:20 am",0
"Aug 17, 02:30 am",0
"Aug 17, 02:40 am",0
"Aug 17, 02:50 am",0
"Aug 17, 03:00 am",0
"Aug 17, 03:10 am",0
"Aug 17, 03:20 am",0
"Aug 17, 03:30 am",0
"Aug 17, 03:40 am",0
"Aug 17, 03:50 am",0
"Aug 17, 04:00 am",0
"Aug 17, 04:10 am",0
"Aug 17, 04:20 am",0
"Aug 17, 04:30 am",0
"Aug 17, 04:40 am",0
"Aug 17, 04:50 am",0
"Aug 17, 05:00 am",0
"Aug 17, 05:10 am",0
"Aug 17, 05:20 am",-0
"Aug 17, 05:30 am",317.972
"Aug 17, 05:40 am",798.934
"Aug 17, 05:50 am",1716.57
"Aug 17, 06:00 am",3278.37
"Aug 17, 06:10 am",5526.92
"Aug 17, 06:20 am",8225.09
"Aug 17, 06:30 am",11226.1
"Aug 17, 06:40 am",14515.2
"Aug 17, 06:50 am",17839
"Aug 17, 07:00 am",21197.2
"Aug 17, 07:10 am",24570.8
"Aug 17, 07:20 am",27877.9
"Aug 17, 07:30 am",31030.6
"Aug 17, 07:40 am",34090.4
"Aug 17, 07:50 am",37033.2
"Aug 17, 08:00 am",39588.9
"Aug 17, 08:10 am",42139.4
"Aug 17, 08:20 am",44440.7
"Aug 17, 08:30 am",46567.6
"Aug 17, 08:40 am",48703.3
"Aug 17, 08:50 am",50653.9
"Aug 17, 09:00 am",52460.3
"Aug 17, 09:10 am",54294
"Aug 17, 09:20 am",55844.7
"Aug 17, 09:30 am",57389.4
"Aug 17, 09:40 am",58975.2
"Aug 17, 09:50 am",60222.9
"Aug 17, 10:00 am",61365.9
"Aug 17, 10:10 am",62370.3
"Aug 17, 10:20 am",63430.8
"Aug 17, 10:30 am",64301.7
"Aug 17, 10:40 am",65053.4
"Aug 17, 10:50 am",65768.3
"Aug 17, 11:00 am",66313.6
"Aug 17, 11:10 am",66764
"Aug 17, 11:20 am",67090.5
"Aug 17, 11:30 am",67521.7
"Aug 17, 11:40 am",67647.7
"Aug 17, 11:50 am",67697.1
"Aug 17, 12:00 pm",67670.3
"Aug 17, 12:10 pm",67601.5
"Aug 17, 12:20 pm",67411.2
"Aug 17, 12:30 pm",67324.9
"Aug 17, 12:40 pm",66939.3
"Aug 17, 12:50 pm",66471.2
"Aug 17, 01:00 pm",65926.6
"Aug 17, 01:10 pm",65287.2
"Aug 17, 01:20 pm",64569.7
"Aug 17, 01:30 pm",63720.9
"Aug 17, 01:40 pm",62799.2
"Aug 17, 01:50 pm",61738.3
"Aug 17, 02:00 pm",60591.4
"Aug 17, 02:10 pm",59342.6
"Aug 17, 02:20 pm",58005.4
"Aug 17, 02:30 pm",56536.1
"Aug 17, 02:40 pm",54949.6
"Aug 17, 02:50 pm",53264.4
"Aug 17, 03:00 pm",51434.4
"Aug 17, 03:10 pm",49518.8
"Aug 17, 03:20 pm",47459.6
"Aug 17, 03:30 pm",45279.3
"Aug 17, 03:40 pm",43010.5
"Aug 17, 03:50 pm",40609.7
"Aug 17, 04:00 pm",38035.8
"Aug 17, 04:10 pm",35141.3
"Aug 17, 04:20 pm",32092.5
"Aug 17, 04:30 pm",28845
"Aug 17, 04:40 pm",25530.1
"Aug 17, 04:50 pm",22195.6
"Aug 17, 05:00 pm",18676.3
"Aug 17, 05:10 pm",15277.6
"Aug 17, 05:20 pm",11921.8
"Aug 17, 05:30 pm",8795.97
"Aug 17, 05:40 pm",6044.4
"Aug 17, 05:50 pm",3741.21
"Aug 17, 06:00 pm",2031.81
"Aug 17, 06:10 pm",900.78
"Aug 17, 06:20 pm",408.868
"Aug 17, 06:30 pm",126.993
"Aug 17, 06:40 pm",0
"Aug 17, 06:50 pm",0
"Aug 17, 07:00 pm",0
"Aug 17, 07:10 pm",0
"Aug 17, 07:20 pm",0
"Aug 17, 07:30 pm",0
"Aug 17, 07:40 pm",0
"Aug 17, 07:50 pm",0
"Aug 17, 08:00 pm",0
"Aug 17, 08:10 pm",0
"Aug 17, 08:20 pm",0
"Aug 17, 08:30 pm",0
"Aug 17, 08:40 pm",0
